depth,measure_sum,mean_shell_q,var_shell_q,defect_rate,mean_memory_length,branch_entropy_bits,memory_entropy_bits,suppressed_pair_fraction,max_offdiag_magnitude,time_s,coarse_length_m,scale_factor_dimensionless,H_bridge_s_inv,energy_density_J_m3,mass_density_kg_m3,einstein_curvature_proxy_m_inv2,memory_length_m,temperature_proxy_K
4,1.0,1.6125731963267367,1.8008505455361439,0.10614937957302059,1.7713601678897466,9.033896162165265,6.165765794208751,0.9999589743589744,0.0015691081499510482,4.0,0.42329044353949175,1.0,nan,0.10614937957302059,1.1810711313197818e-18,2.204348376498935e-44,1.7713601678897466,2.9046747995918594
