branch_i,branch_j,tree_distance,memory_divergence,observation_count_distance,magnitude,real,imag,phase,suppressed
b0.0.0.0.1,b0.4.0.4.1,8,2,2,4.589398924058617e-07,4.274536540481095e-07,-1.6706046355264008e-07,-0.37257376207599224,True
b0.0.0.0.1,b0.4.0.4.2,8,3,3,7.722862651315848e-08,7.13746264076474e-08,-2.9494464875255607e-08,-0.39186319211652015,True
b0.0.0.0.1,b0.4.0.4.3,8,3,3,7.238386098502155e-08,6.577224536203605e-08,-3.0223088378507135e-08,-0.43073529496615426,True
b0.0.0.0.1,b0.4.0.4.4,8,3,3,5.512390961655237e-08,4.567625232209404e-08,-3.0859769688418506e-08,-0.594175178925084,True
b0.0.0.0.1,b0.4.1.0.0,8,1,1,3.6025506346134237e-06,3.540221895523835e-06,-6.672330967564529e-07,-0.18628688103799612,True
b0.0.0.0.1,b0.4.1.0.1,8,1,1,3.2075251673624667e-06,3.1030161988480103e-06,-8.121010829634859e-07,-0.25597234522690054,True
b0.0.0.0.1,b0.4.1.0.2,8,2,2,5.397499046840943e-07,5.194305231581529e-07,-1.4670341242839724e-07,-0.27526177526742845,True
b0.0.0.0.1,b0.4.1.0.3,8,2,2,5.058898990088264e-07,4.811338535765734e-07,-1.5631636146519327e-07,-0.3141338781170624,True
b0.0.0.0.1,b0.4.1.0.4,8,2,2,3.852603147911653e-07,3.421545772639836e-07,-1.770755641252978e-07,-0.4775737620759923,True
b0.0.0.0.1,b0.4.1.1.0,8,2,2,5.573842970491254e-07,5.392233614644299e-07,-1.411220076669421e-07,-0.2559723452269004,True
b0.0.0.0.1,b0.4.1.1.1,8,2,2,4.962662130270244e-07,4.7018269762582445e-07,-1.5877148687811207e-07,-0.32565780941580486,True
b0.0.0.0.1,b0.4.1.1.2,8,3,3,8.350975509243855e-08,7.85904705626429e-08,-2.823857525339102e-08,-0.34494723945633277,True
b0.0.0.0.1,b0.4.1.1.3,8,3,3,7.827095698088508e-08,7.257605555936506e-08,-2.9309706005818562e-08,-0.3838193423059667,True
b0.0.0.0.1,b0.4.1.1.4,8,3,3,5.960722596862014e-08,5.090182223065885e-08,-3.101654205859429e-08,-0.5472592262648966,True
b0.0.0.0.1,b0.4.1.2.0,8,2,2,5.397499046840943e-07,5.194305231581528e-07,-1.467034124283973e-07,-0.27526177526742857,True
b0.0.0.0.1,b0.4.1.2.1,8,2,2,4.8056546012753e-07,4.5225693220833425e-07,-1.6250178071975318e-07,-0.34494723945633293,True
b0.0.0.0.1,b0.4.1.2.2,8,3,3,8.086769324138872e-08,7.556244580090374e-08,-2.8807995327145426e-08,-0.36423666949686084,True
b0.0.0.0.1,b0.4.1.2.3,8,3,3,7.579463898359899e-08,6.971939035174996e-08,-2.9732707707748694e-08,-0.4031087723464949,True
b0.0.0.0.1,b0.4.1.2.4,8,3,3,5.772138667230951e-08,4.870290560738355e-08,-3.098040452887207e-08,-0.5665486563054246,True
b0.0.0.0.1,b0.4.1.3.0,8,1,1,2.443823389323541e-06,2.2322903575087774e-06,-9.94561470185797e-07,-0.41913387811706226,True
b0.0.0.0.1,b0.4.1.3.1,8,1,1,2.1758542268720776e-06,1.921035350774402e-06,-1.0217459555448002e-06,-0.48881934230596674,True
b0.0.0.0.1,b0.4.1.3.2,8,2,2,3.6614431696771535e-07,3.198879142815831e-07,-1.781386626881805e-07,-0.5081087723464947,True
b0.0.0.0.1,b0.4.1.3.3,8,2,2,3.431750703909141e-07,2.9310537882107845e-07,-1.784891196794946e-07,-0.5469808751961286,True
b0.0.0.0.1,b0.4.1.3.4,8,2,2,2.61344881378976e-07,1.9812229922035356e-07,-1.7043679642210988e-07,-0.7104207591550585,True
b0.0.0.0.1,b0.4.1.4.0,8,2,2,4.5893989240586175e-07,4.2745365404810957e-07,-1.670604635526401e-07,-0.37257376207599224,True
b0.0.0.0.1,b0.4.1.4.1,8,2,2,4.0861639557673723e-07,3.6930221141443764e-07,-1.748806317993237e-07,-0.4422592262648967,True
b0.0.0.0.1,b0.4.1.4.2,8,3,3,6.876038349100769e-08,6.156556514504212e-08,-3.062142266783206e-08,-0.46154865630542463,True
b0.0.0.0.1,b0.4.1.4.3,8,3,3,6.444685428973476e-08,5.654443009487222e-08,-3.092126215225395e-08,-0.5004207591550586,True
b0.0.0.0.1,b0.4.1.4.4,8,3,3,4.9079484329712585e-08,3.865595030864094e-08,-3.0240920749976935e-08,-0.6638606431139885,True
b0.0.0.0.1,b0.4.2.0.0,8,2,2,6.062232594268785e-07,5.934583217451416e-07,-1.2374918432696217e-07,-0.20557631107852406,True
b0.0.0.0.1,b0.4.2.0.1,8,2,2,5.397499046840943e-07,5.194305231581529e-07,-1.4670341242839724e-07,-0.27526177526742845,True
b0.0.0.0.1,b0.4.2.0.2,8,3,3,9.082702220729506e-08,8.691533201333605e-08,-2.636803034085085e-08,-0.29455120530795637,True
b0.0.0.0.1,b0.4.2.0.3,8,3,3,8.512919167371363e-08,8.044091453805958e-08,-2.7861057828095294e-08,-0.3334233081575903,True
b0.0.0.0.1,b0.4.2.0.4,8,3,3,6.483011273083385e-08,5.699099214327368e-08,-3.090259424737577e-08,-0.4968631921165202,True
b0.0.0.0.1,b0.4.2.1.0,8,3,3,9.379446941395696e-08,9.026349035772001e-08,-2.5493230495319618e-08,-0.2752617752674283,True
b0.0.0.0.1,b0.4.2.1.1,8,3,3,8.350975509243854e-08,7.859047056264288e-08,-2.8238575253391014e-08,-0.34494723945633277,True
b0.0.0.0.1,b0.4.2.1.2,8,4,4,1.4052697952297028e-08,1.3130784183583571e-08,-5.006078950900055e-09,-0.3642366694968607,True
b0.0.0.0.1,b0.4.2.1.3,8,4,4,1.3171133308582836e-08,1.211541339638451e-08,-5.166769867834933e-09,-0.4031087723464946,True
b0.0.0.0.1,b0.4.2.1.4,8,4,4,1.003047298347519e-08,8.463295964889837e-09,-5.383587064672129e-09,-0.5665486563054245,True
b0.0.0.0.1,b0.4.2.2.0,8,3,3,9.082702220729506e-08,8.691533201333605e-08,-2.636803034085086e-08,-0.2945512053079565,True
b0.0.0.0.1,b0.4.2.2.1,8,3,3,8.086769324138871e-08,7.556244580090373e-08,-2.8807995327145423e-08,-0.36423666949686084,True
b0.0.0.0.1,b0.4.2.2.2,8,4,4,1.360810202307903e-08,1.2619486509961412e-08,-5.092052719231169e-09,-0.38352609953738875,True
b0.0.0.0.1,b0.4.2.2.3,8,4,4,1.2754428112750578e-08,1.1633421317299337e-08,-5.22866569380063e-09,-0.4223982023870228,True
b0.0.0.0.1,b0.4.2.2.4,8,4,4,9.713131255095178e-09,8.093456928329732e-09,-5.370369980548669e-09,-0.5858380863459526,True
b0.0.0.0.1,b0.4.2.3.0,8,2,2,4.112371291342954e-07,3.723431906659364e-07,-1.7457526956395423e-07,-0.4384233081575902,True
b0.0.0.0.1,b0.4.2.3.1,8,2,2,3.6614431696771535e-07,3.198879142815831e-07,-1.781386626881805e-07,-0.5081087723464947,True
b0.0.0.0.1,b0.4.2.3.2,8,3,3,6.161334669945995e-08,5.3241290902220935e-08,-3.1009183068454727e-08,-0.5273982023870226,True
b0.0.0.0.1,b0.4.2.3.3,8,3,3,5.7748170900796315e-08,4.8734130567987995e-08,-3.098121624742767e-08,-0.5662703052366566,True
b0.0.0.0.1,b0.4.2.3.4,8,3,3,4.3978103819516336e-08,3.277985532693972e-08,-2.9318163317388404e-08,-0.7297101891955864,True
b0.0.0.0.1,b0.4.2.4.0,8,3,3,7.722862651315848e-08,7.13746264076474e-08,-2.9494464875255607e-08,-0.39186319211652015,True
b0.0.0.0.1,b0.4.2.4.1,8,3,3,6.876038349100769e-08,6.156556514504212e-08,-3.062142266783206e-08,-0.46154865630542463,True
b0.0.0.0.1,b0.4.2.4.2,8,4,4,1.1570730859091378e-08,1.0258697922953909e-08,-5.351722109668125e-09,-0.48083808634595254,True
b0.0.0.0.1,b0.4.2.4.3,8,4,4,1.0844866881801497e-08,9.412944760020646e-09,-5.385871204252362e-09,-0.5197101891955865,True
b0.0.0.0.1,b0.4.2.4.4,8,4,4,8.258905419809994e-09,6.4055089285794775e-09,-5.213345768242837e-09,-0.6831500731545164,True
b0.0.0.0.1,b0.4.3.0.0,8,1,1,3.2697260873105317e-06,3.172520296076394e-06,-7.913429452660757e-07,-0.24444841392815805,True
b0.0.0.0.1,b0.4.3.0.1,8,1,1,2.9111953666004584e-06,2.768734161308696e-06,-8.995385519910794e-07,-0.3141338781170624,True
b0.0.0.0.1,b0.4.3.0.2,8,2,2,4.898846742117572e-07,4.629055020610659e-07,-1.603293179339076e-07,-0.3334233081575904,True
b0.0.0.0.1,b0.4.3.0.3,8,2,2,4.591528524826822e-07,4.2769851015811087e-07,-1.6701894009816984e-07,-0.37229541100722435,True
b0.0.0.0.1,b0.4.3.0.4,8,2,2,3.496677297398525e-07,3.0067701257967073e-07,-1.784960933118343e-07,-0.5357352949661541,True
b0.0.0.0.1,b0.4.3.1.0,8,2,2,5.058898990088264e-07,4.811338535765734e-07,-1.5631636146519327e-07,-0.3141338781170624,True
b0.0.0.0.1,b0.4.3.1.1,8,2,2,4.504182584957307e-07,4.176463635358628e-07,-1.6866571261402482e-07,-0.38381934230596687,True
b0.0.0.0.1,b0.4.3.1.2,8,3,3,7.579463898359899e-08,6.971939035174996e-08,-2.9732707707748687e-08,-0.4031087723464948,True
b0.0.0.0.1,b0.4.3.1.3,8,3,3,7.103983146280544e-08,6.421334096540983e-08,-3.038592595797963e-08,-0.4419808751961287,True
b0.0.0.0.1,b0.4.3.1.4,8,3,3,5.410036430000796e-08,4.448471232261925e-08,-3.078895560046463e-08,-0.6054207591550586,True
b0.0.0.0.1,b0.4.3.2.0,8,2,2,4.898846742117572e-07,4.629055020610659e-07,-1.6032931793390758e-07,-0.3334233081575903,True
b0.0.0.0.1,b0.4.3.2.1,8,2,2,4.3616803232190696e-07,4.0120739028766836e-07,-1.7109991933990677e-07,-0.4031087723464948,True
b0.0.0.0.1,b0.4.3.2.2,8,3,3,7.339666614855719e-08,6.694571744363287e-08,-3.008889359348445e-08,-0.4223982023870227,True
b0.0.0.0.1,b0.4.3.2.3,8,3,3,6.879229010185749e-08,6.160265824718616e-08,-3.0618485827004995e-08,-0.46127030523665663,True
b0.0.0.0.1,b0.4.3.2.4,8,3,3,5.238874978878433e-08,4.249422560131151e-08,-3.0640200635385724e-08,-0.6247101891955865,True
b0.0.0.0.1,b0.4.3.3.0,8,1,1,2.21804879356214e-06,1.970160991307135e-06,-1.018924000578135e-06,-0.4772954110072243,True
b0.0.0.0.1,b0.4.3.3.1,8,1,1,1.9748361784100074e-06,1.6867049973154498e-06,-1.027133965745526e-06,-0.5469808751961287,True
b0.0.0.0.1,b0.4.3.3.2,8,2,2,3.3231777880015877e-07,2.804455581793564e-07,-1.7828458992335954e-07,-0.5662703052366567,True
b0.0.0.0.1,b0.4.3.3.3,8,2,2,3.1147056460240634e-07,2.561599621694221e-07,-1.7718912606337333e-07,-0.6051424080862906,True
b0.0.0.0.1,b0.4.3.3.4,8,2,2,2.3720032363170668e-07,1.7052256886575449e-07,-1.6488191847019008e-07,-0.7685822920452204,True
b0.0.0.0.1,b0.4.3.4.0,8,2,2,4.1654036012403186e-07,3.7849313916727816e-07,-1.7392186526011485e-07,-0.43073529496615426,True
b0.0.0.0.1,b0.4.3.4.1,8,2,2,3.7086604015585906e-07,3.253907287371707e-07,-1.779395779268353e-07,-0.5004207591550586,True
b0.0.0.0.1,b0.4.3.4.2,8,3,3,6.240789997894081e-08,5.416775710510892e-08,-3.099354884461285e-08,-0.5197101891955865,True
b0.0.0.0.1,b0.4.3.4.3,8,3,3,5.8492879653545354e-08,4.9602390477460384e-08,-3.1000319822312925e-08,-0.5585822920452206,True
b0.0.0.0.1,b0.4.3.4.4,8,3,3,4.4545236567321646e-08,3.3429899369576886e-08,-2.9440107489250312e-08,-0.7220221760041503,True
b0.0.0.0.1,b0.4.4.0.0,8,2,2,4.3270737379234957e-07,3.972082865033045e-07,-1.716427932287892e-07,-0.4078882978870878,True
b0.0.0.0.1,b0.4.4.0.1,8,2,2,3.852603147911653e-07,3.421545772639836e-07,-1.770755641252978e-07,-0.4775737620759923,True
b0.0.0.0.1,b0.4.4.0.2,8,3,3,6.483011273083385e-08,5.699099214327368e-08,-3.090259424737577e-08,-0.4968631921165202,True
b0.0.0.0.1,b0.4.4.0.3,8,3,3,6.076314029425865e-08,5.2249830180868474e-08,-3.101797002529607e-08,-0.5357352949661541,True
b0.0.0.0.1,b0.4.4.0.4,8,3,3,4.627415293986211e-08,3.541700074126733e-08,-2.9781425231086884e-08,-0.6991751789250841,True
b0.0.0.0.1,b0.4.4.1.0,8,3,3,6.694820415622065e-08,5.9457550160782455e-08,-3.0771119066765155e-08,-0.4775737620759921,True
b0.0.0.0.1,b0.4.4.1.1,8,3,3,5.960722596862014e-08,5.090182223065885e-08,-3.101654205859429e-08,-0.5472592262648966,True
b0.0.0.0.1,b0.4.4.1.2,8,4,4,1.003047298347519e-08,8.463295964889837e-09,-5.383587064672129e-09,-0.5665486563054245,True
b0.0.0.0.1,b0.4.4.1.3,8,4,4,9.401233646518064e-09,7.730283883560159e-09,-5.350318229413406e-09,-0.6054207591550584,True
b0.0.0.0.1,b0.4.4.1.4,8,4,4,7.159506922710175e-09,5.145561609305877e-09,-4.978125661448536e-09,-0.7688606431139884,True
b0.0.0.0.1,b0.4.4.2.0,8,3,3,6.483011273083385e-08,5.699099214327368e-08,-3.0902594247375785e-08,-0.4968631921165203,True
b0.0.0.0.1,b0.4.4.2.1,8,3,3,5.772138667230951e-08,4.870290560738355e-08,-3.098040452887207e-08,-0.5665486563054246,True
b0.0.0.0.1,b0.4.4.2.2,8,4,4,9.71313125509518e-09,8.093456928329733e-09,-5.37036998054867e-09,-0.5858380863459526,True
b0.0.0.0.1,b0.4.4.2.3,8,4,4,9.103799643235727e-09,7.384389156612762e-09,-5.3244684925238124e-09,-0.6247101891955866,True
b0.0.0.0.1,b0.4.4.2.4,8,4,4,6.9329961385283585e-09,4.888859161758787e-09,-4.915840879578619e-09,-0.7881500731545165,True
b0.0.0.0.1,b0.4.4.3.0,8,2,2,2.935310306665489e-07,2.3531103704995518e-07,-1.7546846385217227e-07,-0.640735294966154,True
b0.0.0.0.1,b0.4.4.3.1,8,2,2,2.61344881378976e-07,1.9812229922035356e-07,-1.7043679642210988e-07,-0.7104207591550585,True
b0.0.0.0.1,b0.4.4.3.2,8,3,3,4.3978103819516336e-08,3.277985532693972e-08,-2.9318163317388404e-08,-0.7297101891955864,True
b0.0.0.0.1,b0.4.4.3.3,8,3,3,4.121923562520348e-08,2.9632379239102256e-08,-2.865218117623971e-08,-0.7685822920452203,True
b0.0.0.0.1,b0.4.4.3.4,8,3,3,3.1390497662694075e-08,1.8715383370737856e-08,-2.5201146180241705e-08,-0.9320221760041504,True
b0.0.0.0.1,b0.4.4.4.0,8,3,3,5.512390961655237e-08,4.567625232209404e-08,-3.0859769688418506e-08,-0.594175178925084,True
b0.0.0.0.1,b0.4.4.4.1,8,3,3,4.9079484329712585e-08,3.865595030864094e-08,-3.0240920749976935e-08,-0.6638606431139885,True
b0.0.0.0.1,b0.4.4.4.2,8,4,4,8.258905419809996e-09,6.405508928579479e-09,-5.213345768242838e-09,-0.6831500731545164,True
b0.0.0.0.1,b0.4.4.4.3,8,4,4,7.740801420236453e-09,5.809245442602926e-09,-5.115923574012011e-09,-0.7220221760041503,True
b0.0.0.0.1,b0.4.4.4.4,8,4,4,5.895005213069422e-09,3.731136489050808e-09,-4.563957379532513e-09,-0.8854620599630801,True
b0.0.0.0.2,b0.0.0.0.3,2,2,0,0.00010078961263264074,0.00010071347363350648,-3.916917577735244e-06,-0.038872102849634,True
b0.0.0.0.2,b0.0.0.0.4,2,2,0,7.675630204637334e-05,7.519082948134897e-05,-1.5423004433014988e-05,-0.20231198680856383,True
b0.0.0.0.2,b0.0.0.1.0,4,2,0,3.0264372306008367e-05,3.02587420648154e-05,5.837462904870379e-07,0.019289430040527987,True
b0.0.0.0.2,b0.0.0.1.1,4,2,0,2.6945835240527058e-05,2.691162450130658e-05,-1.3573884890867798e-06,-0.05039603414837641,True
b0.0.0.0.2,b0.0.0.1.2,4,3,1,4.534340728078292e-06,4.523335658399752e-06,-3.1572196591124906e-07,-0.06968546418890433,True
b0.0.0.0.2,b0.0.0.1.3,4,3,1,4.249888982086435e-06,4.224871635424373e-06,-4.6045197821950816e-07,-0.10855756703853833,True
b0.0.0.0.2,b0.0.0.1.4,4,3,1,3.236501796683547e-06,3.1175156631740826e-06,-8.695055892862842e-07,-0.27199745099746814,True
b0.0.0.0.2,b0.0.0.2.0,4,2,0,2.9306875263571056e-05,2.9306875263571056e-05,0.0,0.0,True
b0.0.0.0.2,b0.0.0.2.1,4,2,0,2.609332928772111e-05,2.6029999484299348e-05,-1.8168544699066656e-06,-0.0696854641889044,True
b0.0.0.0.2,b0.0.0.2.2,4,3,1,4.390884330151412e-06,4.373515505371084e-06,-3.9016320309316724e-07,-0.08897489422943239,True
b0.0.0.0.2,b0.0.0.2.3,4,3,1,4.115432001122491e-06,4.081844717841052e-06,-5.247134982980446e-07,-0.12784699707906633,True
b0.0.0.0.2,b0.0.0.2.4,4,3,1,3.134106119455102e-06,3.0020821989882097e-06,-9.00068685447968e-07,-0.2912868810379962,True
b0.0.0.0.2,b0.0.0.3.0,4,1,1,4.881488569348169e-05,4.8310542451193586e-05,-6.9988965801121665e-06,-0.14387210284963395,True
b0.0.0.0.2,b0.0.0.3.1,4,1,1,4.346225501992592e-05,4.2474928062430325e-05,-9.211302704202282e-06,-0.21355756703853843,True
b0.0.0.0.2,b0.0.0.3.2,4,0,0,0.00024219515109472273,0.0002356591270831633,-5.588619718854611e-05,-0.23284699707906634,True
b0.0.0.0.2,b0.0.0.3.3,4,2,0,1.8633424284530712e-05,1.7949781360094272e-05,-5.00098487221778e-06,-0.2717190999287003,True
b0.0.0.0.2,b0.0.0.3.4,4,2,0,1.4190279188338558e-05,1.286778821242005e-05,-5.981977094848996e-06,-0.4351589838876302,True
b0.0.0.0.2,b0.0.0.4.0,4,2,0,2.4919122844657853e-05,2.4801228576613287e-05,-2.421103970863159e-06,-0.0973119868085638,True
b0.0.0.0.2,b0.0.0.4.1,4,2,0,2.2186700973715505e-05,2.1878046285086444e-05,-3.6879250052955017e-06,-0.1669974509974682,True
b0.0.0.0.2,b0.0.0.4.2,4,3,1,3.7334920572625296e-06,3.6688978638889955e-06,-6.914849282472918e-07,-0.1862868810379962,True
b0.0.0.0.2,b0.0.0.4.3,4,3,1,3.4992797653280528e-06,3.410953130557048e-06,-7.812538749839435e-07,-0.22515898388763012,True
b0.0.0.0.2,b0.0.0.4.4,4,3,1,2.6648755521191372e-06,2.4661846854871384e-06,-1.009700354239306e-06,-0.3885988678465599,True
b0.0.0.0.2,b0.0.1.0.0,6,1,1,1.7461023863235966e-05,1.7457775496647288e-05,3.367923116068076e-07,0.01928943004052792,True
b0.0.0.0.2,b0.0.1.0.1,6,1,1,1.5546394532565912e-05,1.552665665305968e-05,-7.831450313912736e-07,-0.05039603414837648,True
b0.0.0.0.2,b0.0.1.0.2,6,0,0,8.663290413869998e-05,8.642264178664582e-05,-6.032169271686661e-06,-0.06968546418890446,True
b0.0.0.0.2,b0.0.1.0.3,6,2,0,6.6651526775865605e-06,6.625917667967817e-06,-7.221324482747084e-07,-0.1085575670385384,True
b0.0.0.0.2,b0.0.1.0.4,6,2,0,5.075845206099628e-06,4.889237803012374e-06,-1.363656211029489e-06,-0.2719974509974683,True
b0.0.0.0.2,b0.0.1.1.0,6,2,0,7.343596792899919e-06,7.334273278799143e-06,-3.699315187745496e-07,-0.05039603414837648,True
b0.0.0.0.2,b0.0.1.1.1,6,2,0,6.538359601631627e-06,6.491276064762782e-06,-7.832504907667118e-07,-0.12008149833728088,True
b0.0.0.0.2,b0.0.1.1.2,6,3,1,1.1002498149291047e-06,1.0895813337991365e-06,-1.528468916531308e-07,-0.1393709283778088,True
b0.0.0.0.2,b0.0.1.1.3,6,3,1,1.0312280982888465e-06,1.014890066355642e-06,-1.8283747950863797e-07,-0.1782430312274428,True
b0.0.0.0.2,b0.0.1.1.4,6,3,1,7.853314773563488e-07,7.399331140547623e-07,-2.631435274748887e-07,-0.3416829151863726,True
b0.0.0.0.2,b0.0.1.2.0,6,2,0,7.111261817009544e-06,7.094002432130521e-06,-4.951506063655237e-07,-0.0696854641889044,True
b0.0.0.0.2,b0.0.1.2.1,6,2,0,6.331500529265835e-06,6.2701076592064036e-06,-8.795731317262644e-07,-0.1393709283778088,True
b0.0.0.0.2,b0.0.1.2.2,6,3,1,1.0654403718954004e-06,1.052058256234341e-06,-1.6833481979010337e-07,-0.15866035841833673,True
b0.0.0.0.2,b0.0.1.2.3,6,3,1,9.98602347977356e-07,9.791833448980385e-07,-1.9597608644979464e-07,-0.19753246126797072,True
b0.0.0.0.2,b0.0.1.2.4,6,3,1,7.604853460935392e-07,7.114749927511446e-07,-2.6859131838681746e-07,-0.3609723452269005,True
b0.0.0.0.2,b0.0.1.3.0,6,1,1,1.1844846289881918e-05,1.1575768303844829e-05,-2.5103728421552955e-06,-0.21355756703853843,True
b0.0.0.0.2,b0.0.1.3.1,6,1,1,1.0546039856678669e-05,1.0125823998333952e-05,-2.9473114890386567e-06,-0.28324303122744277,True
b0.0.0.0.2,b0.0.1.3.2,6,0,0,5.876822809511952e-05,5.60992709550302e-05,-1.7509324137558826e-05,-0.3025324612679707,True
b0.0.0.0.2,b0.0.1.3.3,6,2,0,4.521367680553453e-06,4.260418444815198e-06,-1.513803282408834e-06,-0.3414045641176047,True
b0.0.0.0.2,b0.0.1.3.4,6,2,0,3.443246325553206e-06,3.0137003858290907e-06,-1.6653994244292399e-06,-0.5048444480765345,True
b0.0.0.0.2,b0.0.1.4.0,6,2,0,6.046581397876157e-06,5.962463182155724e-06,-1.0050768142681531e-06,-0.1669974509974682,True
b0.0.0.0.2,b0.0.1.4.1,6,2,0,5.383564029288005e-06,5.233476236366785e-06,-1.2623344013484888e-06,-0.2366829151863726,True
b0.0.0.0.2,b0.0.1.4.2,6,3,1,9.059252913230683e-07,8.764080427257065e-07,-2.2936777477335913e-07,-0.25597234522690054,True
b0.0.0.0.2,b0.0.1.4.3,6,3,1,8.49094089984513e-07,8.124534349019465e-07,-2.467391127540518e-07,-0.2948444480765345,True
b0.0.0.0.2,b0.0.1.4.4,6,3,1,6.466273729435426e-07,5.799037345822058e-07,-2.860744973909382e-07,-0.45828433203546437,True
b0.0.0.0.2,b0.0.2.0.0,6,2,0,7.987055263805166e-06,7.987055263805166e-06,0.0,0.0,True
b0.0.0.0.2,b0.0.2.0.1,6,2,0,7.111261817009544e-06,7.094002432130521e-06,-4.951506063655237e-07,-0.0696854641889044,True
b0.0.0.0.2,b0.0.2.0.2,6,3,1,1.1966555795011128e-06,1.1919220225408365e-06,-1.063318773148744e-07,-0.08897489422943239,True
b0.0.0.0.2,b0.0.2.0.3,6,3,1,1.1215860623754662e-06,1.1124324598396344e-06,-1.4300111052031532e-07,-0.12784699707906633,True
b0.0.0.0.2,b0.0.2.0.4,6,3,1,8.541435602939696e-07,8.181628445257477e-07,-2.452973326989012e-07,-0.2912868810379962,True
b0.0.0.0.2,b0.0.2.1.0,6,3,1,1.2357520088503263e-06,1.2327527774783693e-06,-8.604427347001614e-08,-0.0696854641889044,True
b0.0.0.0.2,b0.0.2.1.1,6,3,1,1.1002498149291047e-06,1.0895813337991365e-06,-1.528468916531308e-07,-0.1393709283778088,True
b0.0.0.0.2,b0.0.2.1.2,6,4,2,1.8514577493557254e-07,1.828203119254403e-07,-2.9252205454946295e-08,-0.15866035841833673,True
b0.0.0.0.2,b0.0.2.1.3,6,4,2,1.7353106794689877e-07,1.7015655120392942e-07,-3.4055537364366157e-08,-0.19753246126797072,True
b0.0.0.0.2,b0.0.2.1.4,6,4,2,1.3215253752695086e-07,1.2363581515674326e-07,-4.6674172572631324e-08,-0.3609723452269005,True
b0.0.0.0.2,b0.0.2.2.0,6,3,1,1.196655579501113e-06,1.1919220225408367e-06,-1.0633187731487434e-07,-0.08897489422943232,True
b0.0.0.0.2,b0.0.2.2.1,6,3,1,1.0654403718954004e-06,1.052058256234341e-06,-1.6833481979010337e-07,-0.15866035841833673,True
b0.0.0.0.2,b0.0.2.2.2,6,4,2,1.7928817676277388e-07,1.764569785902652e-07,-3.1736178624943785e-08,-0.17794978845886464,True
b0.0.0.0.2,b0.0.2.2.3,6,4,2,1.6804093312268646e-07,1.6410643568127081e-07,-3.615014485077628e-08,-0.21682189130849872,True
b0.0.0.0.2,b0.0.2.2.4,6,4,2,1.2797152684702607e-07,1.1883020151741368e-07,-4.7498367244464006e-08,-0.3802617752674285,True
b0.0.0.0.2,b0.0.2.3.0,6,2,0,5.418092469809596e-06,5.27187656780058e-06,-1.2502173672136479e-06,-0.23284699707906634,True
b0.0.0.0.2,b0.0.2.3.1,6,2,0,4.823989922316855e-06,4.6049085791453784e-06,-1.4372528477369137e-06,-0.3025324612679707,True
b0.0.0.0.2,b0.0.2.3.2,6,3,1,8.117623291818476e-07,7.700870494090854e-07,-2.5675672417903127e-07,-0.3218218913084986,True
b0.0.0.0.2,b0.0.2.3.3,6,3,1,7.608382311235936e-07,7.118799054956295e-07,-2.68517809634319e-07,-0.3606939941581327,True
b0.0.0.0.2,b0.0.2.3.4,6,3,1,5.79416147667963e-07,5.016340078909391e-07,-2.899765409574643e-07,-0.5241338781170625,True
b0.0.0.0.2,b0.0.2.4.0,6,3,1,1.0174952846440009e-06,9.99891313304326e-07,-1.8845162735122975e-07,-0.18628688103799612,True
b0.0.0.0.2,b0.0.2.4.1,6,3,1,9.059252913230683e-07,8.764080427257065e-07,-2.2936777477335913e-07,-0.25597234522690054,True
b0.0.0.0.2,b0.0.2.4.2,6,4,2,1.5244559719062665e-07,1.4670664249256278e-07,-4.143454055937115e-08,-0.27526177526742845,True
b0.0.0.0.2,b0.0.2.4.3,6,4,2,1.428822628736612e-07,1.3589022804929765e-07,-4.414959755884413e-08,-0.3141338781170624,True
b0.0.0.0.2,b0.0.2.4.4,6,4,2,1.0881194837183402e-07,9.66372729478158e-08,-5.0012774225031945e-08,-0.4775737620759923,True
b0.0.0.0.2,b0.0.3.0.0,6,1,1,1.5847873084204627e-05,1.5835901203734797e-05,-6.158850206071277e-07,-0.038872102849634,True
b0.0.0.0.2,b0.0.3.0.1,6,1,1,1.4110128329176762e-05,1.4027067813162083e-05,-1.528754404994109e-06,-0.1085575670385384,True
b0.0.0.0.2,b0.0.3.0.2,6,0,0,7.862925338513003e-05,7.798753630489785e-05,-1.0025151819060988e-05,-0.12784699707906633,True
b0.0.0.0.2,b0.0.3.0.3,6,2,0,6.049387169307884e-06,5.965509583470742e-06,-1.003882729060315e-06,-0.16671909992870032,True
b0.0.0.0.2,b0.0.3.0.4,6,2,0,4.606909150997951e-06,4.358093737556232e-06,-1.4935296783866782e-06,-0.33015898388763015,True
b0.0.0.0.2,b0.0.3.1.0,6,2,0,6.6651526775865605e-06,6.625917667967817e-06,-7.221324482747078e-07,-0.10855756703853833,True
b0.0.0.0.2,b0.0.3.1.1,6,2,0,5.934307973985296e-06,5.84028909170181e-06,-1.0521570488545503e-06,-0.17824303122744273,True
b0.0.0.0.2,b0.0.3.1.2,6,3,1,9.98602347977356e-07,9.791833448980385e-07,-1.959760864497946e-07,-0.19753246126797067,True
b0.0.0.0.2,b0.0.3.1.3,6,3,1,9.359572583230299e-07,9.099248606630877e-07,-2.1920934595683496e-07,-0.23640456411760458,True
b0.0.0.0.2,b0.0.3.1.4,6,3,1,7.127779951311405e-07,6.56555177120753e-07,-2.774667002346493e-07,-0.39984444807653446,True
