branch_i,branch_j,tree_distance,memory_divergence,observation_count_distance,magnitude,real,imag,phase,suppressed
b0.0.0.0.4,b0.3.3.2.2,8,3,1,1.1355371211248976e-07,1.0788324078214102e-07,-3.543517874752134e-08,-0.3173569015790011,True
b0.0.0.0.4,b0.3.3.2.3,8,3,1,1.0643017340834307e-07,9.974833712906414e-08,-3.711672199584094e-08,-0.3562290044286352,True
b0.0.0.0.4,b0.3.3.2.4,8,3,1,8.105186956868092e-08,7.035169798361874e-08,-4.0249772066437333e-08,-0.519668888387565,True
b0.0.0.0.4,b0.3.3.3.0,8,1,1,1.2624134593521772e-06,1.1759505805924857e-06,-4.591600748733789e-07,-0.37225411019920257,True
b0.0.0.0.4,b0.3.3.3.1,8,1,1,1.1239877945320624e-06,1.0159993415933812e-06,-4.807222692354345e-07,-0.441939574388107,True
b0.0.0.0.4,b0.3.3.3.2,8,2,0,5.141366681063763e-07,4.6041257740770725e-07,-2.2881602228934521e-07,-0.4612290044286349,True
b0.0.0.0.4,b0.3.3.3.3,8,2,0,4.818834516650798e-07,4.228691533485374e-07,-2.3106998968914686e-07,-0.5001011072782688,True
b0.0.0.0.4,b0.3.3.3.4,8,0,0,4.470709843549787e-06,3.522097827720581e-06,-2.753556499725205e-06,-0.6635409912371987,True
b0.0.0.0.4,b0.3.3.4.0,8,2,0,6.444394087467266e-07,6.105605200122123e-07,-2.061989402209611e-07,-0.32569399415813255,True
b0.0.0.0.4,b0.3.3.4.1,8,2,0,5.737755918084749e-07,5.295090798748653e-07,-2.209944888119141e-07,-0.39537945834703697,True
b0.0.0.0.4,b0.3.3.4.2,8,3,1,9.655273297304947e-08,8.836986676191436e-08,-3.889983152979581e-08,-0.41466888838756494,True
b0.0.0.0.4,b0.3.3.4.3,8,3,1,9.049571275302085e-08,8.134670942653589e-08,-3.9650811998646344e-08,-0.4535409912371988,True
b0.0.0.0.4,b0.3.3.4.4,8,3,1,6.891698539699721e-08,5.621068928886799e-08,-3.987366657181489e-08,-0.6169808751961289,True
b0.0.0.0.4,b0.3.4.0.0,8,2,0,6.694517766395008e-07,6.389858787719462e-07,-1.9965652500188332e-07,-0.30284699707906637,True
b0.0.0.0.4,b0.3.4.0.1,8,2,0,5.960453133609136e-07,5.551617188351902e-07,-2.169458031847284e-07,-0.3725324612679707,True
b0.0.0.0.4,b0.3.4.0.2,8,3,1,1.0030019541156064e-07,9.269893138645238e-08,-3.830192318157202e-08,-0.3918218913084986,True
b0.0.0.0.4,b0.3.4.0.3,8,3,1,9.40080864989085e-08,8.542291315036206e-08,-3.9248518903163274e-08,-0.4306939941581327,True
b0.0.0.0.4,b0.3.4.0.4,8,3,1,7.159183266644484e-08,5.9323402117442174e-08,-4.0076482701860165e-08,-0.5941338781170624,True
b0.0.0.0.4,b0.3.4.1.0,8,3,1,1.0357714457788235e-07,9.647264113471835e-08,-3.7699527734434434e-08,-0.3725324612679707,True
b0.0.0.0.4,b0.3.4.1.1,8,3,1,9.221974420152695e-08,8.334864162554853e-08,-3.946498650412722e-08,-0.44221792545687505,True
b0.0.0.0.4,b0.3.4.1.2,8,4,2,1.551838116478317e-08,1.3894883698399615e-08,-6.910308313197441e-09,-0.46150735549740296,True
b0.0.0.0.4,b0.3.4.1.3,8,4,2,1.4544870155794539e-08,1.2761677462595292e-08,-6.978025235667325e-09,-0.500379458347037,True
b0.0.0.0.4,b0.3.4.1.4,8,4,2,1.1076641905278015e-08,8.724459089222551e-09,-6.824647206870329e-09,-0.6638193423059667,True
b0.0.0.0.4,b0.3.4.2.0,8,3,1,1.0030019541156064e-07,9.269893138645238e-08,-3.830192318157202e-08,-0.3918218913084986,True
b0.0.0.0.4,b0.3.4.2.1,8,3,1,8.930211777813811e-08,7.995953491359878e-08,-3.976607871115063e-08,-0.46150735549740307,True
b0.0.0.0.4,b0.3.4.2.2,8,4,2,1.5027414297258053e-08,1.3323706782285237e-08,-6.949965326612942e-09,-0.480796785537931,True
b0.0.0.0.4,b0.3.4.2.3,8,4,2,1.408470299898081e-08,1.2225291987048157e-08,-6.994361614966386e-09,-0.519668888387565,True
b0.0.0.0.4,b0.3.4.2.4,8,4,2,1.072620173235114e-08,8.31939426976025e-09,-6.770456601099583e-09,-0.6831087723464949,True
b0.0.0.0.4,b0.3.4.3.0,8,2,0,4.5412877588918793e-07,3.905119625943896e-07,-2.3180455595455918e-07,-0.5356939941581326,True
b0.0.0.0.4,b0.3.4.3.1,8,2,0,4.043328257187384e-07,3.32477309630676e-07,-2.3009535530828795e-07,-0.6053794583470372,True
b0.0.0.0.4,b0.3.4.3.2,8,3,1,6.803956095589926e-08,5.519075305196994e-08,-3.9791489449730346e-08,-0.6246688883875651,True
b0.0.0.0.4,b0.3.4.3.3,8,3,1,6.377125094765967e-08,5.024002726498456e-08,-3.927737399372561e-08,-0.6635409912371989,True
b0.0.0.0.4,b0.3.4.3.4,8,3,1,4.856497878858243e-08,3.28833756847358e-08,-3.5738505401205405e-08,-0.8269808751961286,True
b0.0.0.0.4,b0.3.4.4.0,8,3,1,8.528349980424748e-08,7.52831691531128e-08,-4.007143347978564e-08,-0.48913387811706255,True
b0.0.0.0.4,b0.3.4.4.1,8,3,1,7.593202697960951e-08,6.43813737981127e-08,-4.02580604239677e-08,-0.5588193423059669,True
b0.0.0.0.4,b0.3.4.4.2,8,4,2,1.2777547232284219e-08,1.070116503124566e-08,-6.982175896330541e-09,-0.5781087723464948,True
b0.0.0.0.4,b0.3.4.4.3,8,4,2,1.1975976323152947e-08,9.767953141794288e-09,-6.929004280012466e-09,-0.6169808751961289,True
b0.0.0.0.4,b0.3.4.4.4,8,4,2,9.120301506769059e-09,6.481046438202491e-09,-6.416847874169744e-09,-0.7804207591550586,True
b0.0.0.0.4,b0.4.0.0.0,8,2,0,1.3210790301699482e-06,1.3138032703070114e-06,1.3845855295131813e-07,0.10500000000000002,True
b0.0.0.0.4,b0.4.0.0.1,8,2,0,1.1762205912199784e-06,1.1754872254228506e-06,4.152905100726367e-08,0.03531453581109562,True
b0.0.0.0.4,b0.4.0.0.2,8,3,1,1.9792984275178696e-07,1.979044287065137e-07,3.1717109098326007e-09,0.01602510577056764,True
b0.0.0.0.4,b0.4.0.0.3,8,3,1,1.8551315579970147e-07,1.8546474033789728e-07,-4.23804980629708e-09,-0.0228469970790663,True
b0.0.0.0.4,b0.4.0.0.4,8,3,1,1.4127749326745993e-07,1.3883321172635024e-07,-2.6166188596805503e-08,-0.18628688103799607,True
b0.0.0.0.4,b0.4.0.1.0,8,3,1,2.0439649050390983e-07,2.0426905063735125e-07,7.216666961286895e-09,0.03531453581109562,True
b0.0.0.0.4,b0.4.0.1.1,8,3,1,1.8198408680582087e-07,1.8187660296219244e-07,-6.253730525178895e-09,-0.03437092837780877,True
b0.0.0.0.4,b0.4.0.1.2,8,4,2,3.062357686447535e-08,3.0579498157592325e-08,-1.6424836085140664e-09,-0.0536603584183367,True
b0.0.0.0.4,b0.4.0.1.3,8,4,2,2.8702475114517607e-08,2.857968379081734e-08,-2.6521221910754847e-09,-0.09253246126797063,True
b0.0.0.0.4,b0.4.0.1.4,8,4,2,2.1858362105213154e-08,2.11461635228682e-08,-5.534235465422195e-09,-0.25597234522690054,True
b0.0.0.0.4,b0.4.0.2.0,8,3,1,1.9792984275178696e-07,1.979044287065137e-07,3.1717109098326135e-09,0.016025105770567705,True
b0.0.0.0.4,b0.4.0.2.1,8,3,1,1.76226517373177e-07,1.7597286192859307e-07,-9.451840568850595e-09,-0.0536603584183367,True
b0.0.0.0.4,b0.4.0.2.2,8,4,2,2.9654715393300365e-08,2.9575844050997362e-08,-2.161386991894225e-09,-0.07294978845886461,True
b0.0.0.0.4,b0.4.0.2.3,8,4,2,2.779439300546541e-08,2.7620801576424594e-08,-3.1015484548923496e-09,-0.11182189130849855,True
b0.0.0.0.4,b0.4.0.2.4,8,4,2,2.116681242241632e-08,2.036996830337782e-08,-5.7531156293908115e-09,-0.27526177526742845,True
b0.0.0.0.4,b0.4.0.3.0,8,2,0,8.961661224285932e-07,8.888522400918111e-07,-1.1426029175732808e-07,-0.1278469970790662,True
b0.0.0.0.4,b0.4.0.3.1,8,2,0,7.979000667497339e-07,7.82383956774042e-07,-1.5658818825768324e-07,-0.19753246126797067,True
b0.0.0.0.4,b0.4.0.3.2,8,3,1,1.3426753104161498e-07,1.3112380143043308e-07,-2.8884573572123246e-08,-0.21682189130849858,True
b0.0.0.0.4,b0.4.0.3.3,8,3,1,1.2584455713533118e-07,1.2175309962815252e-07,-3.1828215336785625e-08,-0.2556939941581325,True
b0.0.0.0.4,b0.4.0.3.4,8,3,1,9.583688820769788e-08,8.754141660740419e-08,-3.900268605754839e-08,-0.41913387811706243,True
b0.0.0.0.4,b0.4.0.4.0,8,3,1,1.682962793473396e-07,1.6774057180579576e-07,-1.3665219077001306e-08,-0.08128688103799617,True
b0.0.0.0.4,b0.4.0.4.1,8,3,1,1.4984232182429308e-07,1.4813791112814896e-07,-2.253620856052885e-08,-0.1509723452269005,True
b0.0.0.0.4,b0.4.0.4.2,8,4,2,2.5214885215946908e-08,2.4850289206085254e-08,-4.272418849703374e-09,-0.17026177526742842,True
b0.0.0.0.4,b0.4.0.4.3,8,4,2,2.3633085665629448e-08,2.311814671448075e-08,-4.9065293810108666e-09,-0.2091338781170625,True
b0.0.0.0.4,b0.4.0.4.4,8,4,2,1.7997769951259934e-08,1.6763006785167115e-08,-6.5514369980116776e-09,-0.37257376207599224,True
b0.0.0.0.4,b0.4.1.0.0,8,2,0,1.1762205912199784e-06,1.1754872254228506e-06,4.152905100726367e-08,0.03531453581109562,True
b0.0.0.0.4,b0.4.1.0.1,8,2,0,1.0472461129232349e-06,1.0466275861090633e-06,-3.5987734415213154e-08,-0.03437092837780877,True
b0.0.0.0.4,b0.4.1.0.2,8,3,1,1.7622651737317702e-07,1.759728619285931e-07,-9.451840568850595e-09,-0.0536603584183367,True
b0.0.0.0.4,b0.4.1.0.3,8,3,1,1.651713401019909e-07,1.6446472482203506e-07,-1.5261909457857163e-08,-0.09253246126797063,True
b0.0.0.0.4,b0.4.1.0.4,8,3,1,1.2578618906376187e-07,1.216877691959521e-07,-3.184732621896438e-08,-0.25597234522690054,True
b0.0.0.0.4,b0.4.1.1.0,8,3,1,1.8198408680582087e-07,1.8187660296219247e-07,-6.253730525178871e-09,-0.03437092837780864,True
b0.0.0.0.4,b0.4.1.1.1,8,3,1,1.6202923919535224e-07,1.6115282576455194e-07,-1.68297683384125e-08,-0.1040563925667131,True
b0.0.0.0.4,b0.4.1.1.2,8,4,2,2.726565244182999e-08,2.7058502841212025e-08,-3.3545829950666695e-09,-0.12334582260724103,True
b0.0.0.0.4,b0.4.1.1.3,8,4,2,2.5555202586427817e-08,2.5219701098518228e-08,-4.127354568578466e-09,-0.16221792545687497,True
b0.0.0.0.4,b0.4.1.1.4,8,4,2,1.9461557568729807e-08,1.8438667387512372e-08,-6.226376793422653e-09,-0.32565780941580486,True
b0.0.0.0.4,b0.4.1.2.0,8,3,1,1.7622651737317702e-07,1.759728619285931e-07,-9.451840568850618e-09,-0.05366035841833683,True
b0.0.0.0.4,b0.4.1.2.1,8,3,1,1.5690299650479704e-07,1.557109328587474e-07,-1.930429228029399e-08,-0.12334582260724115,True
b0.0.0.0.4,b0.4.1.2.2,8,4,2,2.6403028188162824e-08,2.6134900868460207e-08,-3.753245808720585e-09,-0.14263525264776908,True
b0.0.0.0.4,b0.4.1.2.3,8,4,2,2.4746693140139617e-08,2.4340172133705782e-08,-4.4670842698348224e-09,-0.18150735549740316,True
b0.0.0.0.4,b0.4.1.2.4,8,4,2,1.8845837420138364e-08,1.7735691229800354e-08,-6.372663859601432e-09,-0.34494723945633293,True
b0.0.0.0.4,b0.4.1.3.0,8,2,0,7.97900066749734e-07,7.823839567740422e-07,-1.5658818825768314e-07,-0.19753246126797053,True
b0.0.0.0.4,b0.4.1.3.1,8,2,0,7.104090420132545e-07,6.851960797930174e-07,-1.8758288624091187e-07,-0.267217925456875,True
b0.0.0.0.4,b0.4.1.3.2,8,3,1,1.1954488046267657e-07,1.1467184361292372e-07,-3.3783823455150805e-08,-0.2865073554974029,True
b0.0.0.0.4,b0.4.1.3.3,8,3,1,1.1204549918296231e-07,1.0616641512431716e-07,-3.581740061492973e-08,-0.32537945834703685,True
b0.0.0.0.4,b0.4.1.3.4,8,3,1,8.532821938278742e-08,7.533525170415988e-08,-4.006875183616249e-08,-0.48881934230596674,True
b0.0.0.0.4,b0.4.1.4.0,8,3,1,1.498423218242931e-07,1.4813791112814899e-07,-2.2536208560528855e-08,-0.1509723452269005,True
b0.0.0.0.4,b0.4.1.4.1,8,3,1,1.3341187040359816e-07,1.301771241287934e-07,-2.9200060242115606e-08,-0.22065780941580496,True
b0.0.0.0.4,b0.4.1.4.2,8,4,2,2.245003252563143e-08,2.1806850651495153e-08,-5.335281160847526e-09,-0.2399472394563329,True
b0.0.0.0.4,b0.4.1.4.3,8,4,2,2.104167983833872e-08,2.022907225306263e-08,-5.791107510616761e-09,-0.27881934230596683,True
b0.0.0.0.4,b0.4.1.4.4,8,4,2,1.602428554935795e-08,1.4482541948327079e-08,-6.858112428526425e-09,-0.4422592262648967,True
b0.0.0.0.4,b0.4.2.0.0,8,3,1,1.9792984275178696e-07,1.979044287065137e-07,3.1717109098326135e-09,0.016025105770567705,True
b0.0.0.0.4,b0.4.2.0.1,8,3,1,1.7622651737317702e-07,1.759728619285931e-07,-9.451840568850595e-09,-0.0536603584183367,True
b0.0.0.0.4,b0.4.2.0.2,8,4,2,2.9654715393300368e-08,2.9575844050997365e-08,-2.161386991894225e-09,-0.07294978845886461,True
b0.0.0.0.4,b0.4.2.0.3,8,4,2,2.779439300546541e-08,2.7620801576424594e-08,-3.1015484548923496e-09,-0.11182189130849855,True
b0.0.0.0.4,b0.4.2.0.4,8,4,2,2.1166812422416327e-08,2.0369968303377826e-08,-5.753115629390813e-09,-0.27526177526742845,True
b0.0.0.0.4,b0.4.2.1.0,8,4,2,3.0623576864475355e-08,3.057949815759233e-08,-1.6424836085140625e-09,-0.05366035841833656,True
b0.0.0.0.4,b0.4.2.1.1,8,4,2,2.726565244182999e-08,2.7058502841212025e-08,-3.3545829950666695e-09,-0.12334582260724103,True
b0.0.0.0.4,b0.4.2.1.2,8,5,3,4.588158327290315e-09,4.541564785598793e-09,-6.522163249202304e-10,-0.14263525264776894,True
b0.0.0.0.4,b0.4.2.1.3,8,5,3,4.30033045432014e-09,4.229687695936689e-09,-7.762628492946482e-10,-0.18150735549740288,True
b0.0.0.0.4,b0.4.2.1.4,8,5,3,3.2749154861234065e-09,3.0820010048218825e-09,-1.1074029291670741e-09,-0.34494723945633277,True
b0.0.0.0.4,b0.4.2.2.0,8,4,2,2.9654715393300368e-08,2.9575844050997365e-08,-2.161386991894229e-09,-0.07294978845886475,True
b0.0.0.0.4,b0.4.2.2.1,8,4,2,2.640302818816282e-08,2.6134900868460204e-08,-3.753245808720584e-09,-0.14263525264776908,True
b0.0.0.0.4,b0.4.2.2.2,8,5,3,4.442999260907087e-09,4.384879579070282e-09,-7.162914975576267e-10,-0.161924682688297,True
b0.0.0.0.4,b0.4.2.2.3,8,5,3,4.164277618005502e-09,4.080608826769527e-09,-8.305658810185981e-10,-0.20079678553793107,True
b0.0.0.0.4,b0.4.2.2.4,8,5,3,3.171304485687334e-09,2.9632540970671188e-09,-1.1297332858491607e-09,-0.36423666949686084,True
b0.0.0.0.4,b0.4.2.3.0,8,3,1,1.3426753104161498e-07,1.3112380143043308e-07,-2.8884573572123226e-08,-0.21682189130849844,True
b0.0.0.0.4,b0.4.2.3.1,8,3,1,1.1954488046267657e-07,1.1467184361292372e-07,-3.3783823455150805e-08,-0.2865073554974029,True
b0.0.0.0.4,b0.4.2.3.2,8,4,2,2.0116549198664318e-08,1.918328978706049e-08,-6.056149321800339e-09,-0.3057967855379308,True
b0.0.0.0.4,b0.4.2.3.3,8,4,2,1.8854582380101854e-08,1.7745695026471594e-08,-6.370681655483085e-09,-0.34466888838756476,True
b0.0.0.0.4,b0.4.2.3.4,8,4,2,1.435870207577966e-08,1.2544712688294422e-08,-6.985879248107862e-09,-0.5081087723464947,True
b0.0.0.0.4,b0.4.2.4.0,8,4,2,2.521488521594691e-08,2.4850289206085257e-08,-4.272418849703375e-09,-0.17026177526742842,True
b0.0.0.0.4,b0.4.2.4.1,8,4,2,2.245003252563143e-08,2.1806850651495153e-08,-5.335281160847526e-09,-0.2399472394563329,True
b0.0.0.0.4,b0.4.2.4.2,8,5,3,3.7778044703008375e-09,3.651572662386037e-09,-9.68412983772905e-10,-0.2592366694968608,True
b0.0.0.0.4,b0.4.2.4.3,8,5,3,3.540812338029307e-09,3.384640122830089e-09,-1.0399823325755528e-09,-0.29810877234649474,True
b0.0.0.0.4,b0.4.2.4.4,8,5,3,2.6965046715467474e-09,2.4143529397524707e-09,-1.2008485857850838e-09,-0.46154865630542463,True
b0.0.0.0.4,b0.4.3.0.0,8,2,0,1.067554502799229e-06,1.0672758910531706e-06,-2.4388292756362722e-08,-0.0228469970790663,True
b0.0.0.0.4,b0.4.3.0.1,8,2,0,9.504954357503686e-07,9.464291455694282e-07,-8.782622500714192e-08,-0.09253246126797063,True
b0.0.0.0.4,b0.4.3.0.2,8,3,1,1.5994568836720617e-07,1.5894673866511624e-07,-1.7848179038284972e-08,-0.11182189130849869,True
b0.0.0.0.4,b0.4.3.0.3,8,3,1,1.4991185256872102e-07,1.4821292112857977e-07,-2.2505411596310342e-08,-0.15069399415813262,True
b0.0.0.0.4,b0.4.3.0.4,8,3,1,1.1416533048932164e-07,1.085785770990696e-07,-3.52762707903972e-08,-0.3141338781170624,True
b0.0.0.0.4,b0.4.3.1.0,8,3,1,1.651713401019909e-07,1.6446472482203506e-07,-1.5261909457857163e-08,-0.09253246126797063,True
b0.0.0.0.4,b0.4.3.1.1,8,3,1,1.4706003718972609e-07,1.4512935942959765e-07,-2.3751285645166136e-08,-0.1622179254568751,True
b0.0.0.0.4,b0.4.3.1.2,8,4,2,2.4746693140139617e-08,2.4340172133705785e-08,-4.467084269834819e-09,-0.18150735549740302,True
b0.0.0.0.4,b0.4.3.1.3,8,4,2,2.319426457480312e-08,2.263330131302579e-08,-5.070264375725594e-09,-0.22037945834703696,True
b0.0.0.0.4,b0.4.3.1.4,8,4,2,1.7663585869071317e-08,1.6378404440927017e-08,-6.614388386198539e-09,-0.38381934230596687,True
b0.0.0.0.4,b0.4.3.2.0,8,3,1,1.5994568836720617e-07,1.5894673866511624e-07,-1.784817903828495e-08,-0.11182189130849855,True
b0.0.0.0.4,b0.4.3.2.1,8,3,1,1.4240738656654006e-07,1.4006801969506337e-07,-2.5706295093134548e-08,-0.18150735549740302,True
b0.0.0.0.4,b0.4.3.2.2,8,4,2,2.396376312420523e-08,2.3482282474260525e-08,-4.779576641508679e-09,-0.20079678553793093,True
b0.0.0.0.4,b0.4.3.2.3,8,4,2,2.2460449926102366e-08,2.1818454523934248e-08,-5.331683886912729e-09,-0.23966888838756487,True
b0.0.0.0.4,b0.4.3.2.4,8,4,2,1.7104749523236534e-08,1.5733734270275844e-08,-6.7098481476861944e-09,-0.4031087723464948,True
b0.0.0.0.4,b0.4.3.3.0,8,2,0,7.241854252517321e-07,7.006407129321582e-07,-1.83158733149553e-07,-0.2556939941581325,True
b0.0.0.0.4,b0.4.3.3.1,8,2,0,6.447773294326722e-07,6.109455365763303e-07,-2.0611490942624376e-07,-0.32537945834703697,True
b0.0.0.0.4,b0.4.3.3.2,8,3,1,1.0850063021950461e-07,1.0211942408691498e-07,-3.6660741702623584e-08,-0.3446688883875649,True
b0.0.0.0.4,b0.4.3.3.3,8,3,1,1.016940853306217e-07,9.43055412327507e-08,-3.805459084039302e-08,-0.3835409912371988,True
b0.0.0.0.4,b0.4.3.3.4,8,3,1,7.744510298315202e-08,6.614576117623256e-08,-4.028004784614619e-08,-0.5469808751961287,True
b0.0.0.0.4,b0.4.3.4.0,8,3,1,1.359990180137039e-07,1.3303574894744403e-07,-2.8235127105865875e-08,-0.2091338781170625,True
b0.0.0.0.4,b0.4.3.4.1,8,3,1,1.210865071053598e-07,1.1641027332058744e-07,-3.332552277763209e-08,-0.27881934230596683,True
b0.0.0.0.4,b0.4.3.4.2,8,4,2,2.0375968155657557e-08,1.9477259108154394e-08,-5.984685114037957e-09,-0.29810877234649474,True
b0.0.0.0.4,b0.4.3.4.3,8,4,2,1.909772726779034e-08,1.8023617736658718e-08,-6.31445884282287e-09,-0.3369808751961288,True
b0.0.0.0.4,b0.4.3.4.4,8,4,2,1.4543868998768756e-08,1.2760510857716897e-08,-6.978071947424739e-09,-0.5004207591550586,True
b0.0.0.0.4,b0.4.4.0.0,8,3,1,1.4127749326745996e-07,1.3883321172635027e-07,-2.616618859680551e-08,-0.18628688103799607,True
b0.0.0.0.4,b0.4.4.0.1,8,3,1,1.2578618906376187e-07,1.216877691959521e-07,-3.184732621896438e-08,-0.25597234522690054,True
b0.0.0.0.4,b0.4.4.0.2,8,4,2,2.1166812422416327e-08,2.0369968303377826e-08,-5.753115629390813e-09,-0.27526177526742845,True
b0.0.0.0.4,b0.4.4.0.3,8,4,2,1.983895968445276e-08,1.886812751674352e-08,-6.130096685473072e-09,-0.3141338781170624,True
b0.0.0.0.4,b0.4.4.0.4,8,4,2,1.5108354343774223e-08,1.3417921325352878e-08,-6.9441888139423375e-09,-0.4775737620759923,True
b0.0.0.0.4,b0.4.4.1.0,8,4,2,2.1858362105213154e-08,2.11461635228682e-08,-5.534235465422192e-09,-0.2559723452269004,True
b0.0.0.0.4,b0.4.4.1.1,8,4,2,1.9461557568729807e-08,1.8438667387512372e-08,-6.226376793422653e-09,-0.32565780941580486,True
b0.0.0.0.4,b0.4.4.1.2,8,5,3,3.2749154861234065e-09,3.0820010048218825e-09,-1.1074029291670741e-09,-0.34494723945633277,True
b0.0.0.0.4,b0.4.4.1.3,8,5,3,3.0694709719440814e-09,2.8461399271261712e-09,-1.1494083533825456e-09,-0.3838193423059667,True
b0.0.0.0.4,b0.4.4.1.4,8,5,3,2.337554782592899e-09,1.996163989590951e-09,-1.216343573289748e-09,-0.5472592262648966,True
b0.0.0.0.4,b0.4.4.2.0,8,4,2,2.1166812422416327e-08,2.0369968303377823e-08,-5.753115629390816e-09,-0.27526177526742857,True
b0.0.0.0.4,b0.4.4.2.1,8,4,2,1.8845837420138364e-08,1.7735691229800354e-08,-6.372663859601432e-09,-0.34494723945633293,True
b0.0.0.0.4,b0.4.4.2.2,8,5,3,3.171304485687334e-09,2.9632540970671188e-09,-1.1297332858491607e-09,-0.36423666949686084,True
b0.0.0.0.4,b0.4.4.2.3,8,5,3,2.9723597763849334e-09,2.734113049347245e-09,-1.165996772577095e-09,-0.4031087723464949,True
b0.0.0.0.4,b0.4.4.2.4,8,5,3,2.263599778066883e-09,1.9099313561185233e-09,-1.2149264052524744e-09,-0.5665486563054246,True
b0.0.0.0.4,b0.4.4.3.0,8,3,1,9.583688820769788e-08,8.754141660740419e-08,-3.900268605754837e-08,-0.41913387811706226,True
b0.0.0.0.4,b0.4.4.3.1,8,3,1,8.532821938278742e-08,7.533525170415988e-08,-4.006875183616249e-08,-0.48881934230596674,True
b0.0.0.0.4,b0.4.4.3.2,8,4,2,1.435870207577966e-08,1.2544712688294422e-08,-6.985879248107862e-09,-0.5081087723464947,True
b0.0.0.0.4,b0.4.4.3.3,8,4,2,1.3457940946308158e-08,1.1494409762125286e-08,-6.999622756597431e-09,-0.5469808751961286,True
b0.0.0.0.4,b0.4.4.3.4,8,4,2,1.024889126186157e-08,7.769556803811776e-09,-6.683843143716389e-09,-0.7104207591550586,True
b0.0.0.0.4,b0.4.4.4.0,8,4,2,1.7997769951259934e-08,1.6763006785167115e-08,-6.5514369980116776e-09,-0.37257376207599224,True
b0.0.0.0.4,b0.4.4.4.1,8,4,2,1.602428554935795e-08,1.4482541948327079e-08,-6.858112428526425e-09,-0.4422592262648967,True
b0.0.0.0.4,b0.4.4.4.2,8,5,3,2.6965046715467474e-09,2.4143529397524707e-09,-1.2008485857850838e-09,-0.46154865630542463,True
b0.0.0.0.4,b0.4.4.4.3,8,5,3,2.5273454689427236e-09,2.2174442921876868e-09,-1.212607079984924e-09,-0.5004207591550586,True
b0.0.0.0.4,b0.4.4.4.4,8,5,3,1.924699253451413e-09,1.5159303264206046e-09,-1.1859268365606482e-09,-0.6638606431139883,True
b0.0.0.1.0,b0.0.0.1.1,2,0,0,0.0012438638213650335,0.001240844902222065,-8.660909149932473e-05,-0.0696854641889044,False
b0.0.0.1.0,b0.0.0.1.2,2,1,1,0.00020931258337525012,0.00020848461494984706,-1.8599002350530387e-05,-0.08897489422943232,True
b0.0.0.1.0,b0.0.0.1.3,2,1,1,0.00019618182559375682,0.00019458072647485748,-2.501298818246059e-05,-0.12784699707906633,True
b0.0.0.1.0,b0.0.0.1.4,2,1,1,0.00014940221584309107,0.00014310866179282966,-4.2906095355917294e-05,-0.29128688103799616,True
b0.0.0.1.0,b0.0.0.2.0,4,2,0,3.0264372306008367e-05,3.02587420648154e-05,-5.837462904870379e-07,-0.019289430040527987,True
b0.0.0.1.0,b0.0.0.2.1,4,2,0,2.6945835240527058e-05,2.683924680510905e-05,-2.3943407744248755e-06,-0.08897489422943239,True
b0.0.0.1.0,b0.0.0.2.2,4,3,1,4.534340728078292e-06,4.507792798886968e-06,-4.899488959191281e-07,-0.10826432426996037,True
b0.0.0.1.0,b0.0.0.2.3,4,3,1,4.249888982086435e-06,4.203968720634225e-06,-6.230596728955516e-07,-0.14713642711959432,True
b0.0.0.1.0,b0.0.0.2.4,4,3,1,3.2365017966835475e-06,3.081659793069303e-06,-9.890989837806383e-07,-0.3105763110785242,True
b0.0.0.1.0,b0.0.0.3.0,4,1,1,5.04097370127734e-05,4.974022818931578e-05,-8.188484925294349e-06,-0.16316153289016194,True
b0.0.0.1.0,b0.0.0.3.1,4,1,1,4.4882228328747526e-05,4.3671009521421956e-05,-1.035651230548682e-05,-0.23284699707906642,True
b0.0.0.1.0,b0.0.0.3.2,4,2,0,2.0530115578113268e-05,1.9880987205860166e-05,-5.121717814475282e-06,-0.25213642711959433,True
b0.0.0.1.0,b0.0.0.3.3,4,2,0,1.9242204595719157e-05,1.843316604273011e-05,-5.5209444250650695e-06,-0.29100852996922827,True
b0.0.0.1.0,b0.0.0.3.4,4,2,0,1.4653895668498863e-05,1.3166573510654619e-05,-6.432573377100165e-06,-0.45444841392815816,True
b0.0.0.1.0,b0.0.0.4.0,4,2,0,2.5733265813135635e-05,2.555853059024227e-05,-2.993740716419078e-06,-0.1166014168490918,True
b0.0.0.1.0,b0.0.0.4.1,4,2,0,2.2911571857176082e-05,2.251517232549496e-05,-4.24348207487777e-06,-0.1862868810379962,True
b0.0.0.1.0,b0.0.0.4.2,4,3,1,3.855470520358375e-06,3.774287820485269e-06,-7.870224783886666e-07,-0.20557631107852417,True
b0.0.0.1.0,b0.0.0.4.3,4,3,1,3.6136061817688784e-06,3.5061771682283768e-06,-8.745692093323968e-07,-0.2444484139281581,True
b0.0.0.1.0,b0.0.0.4.4,4,3,1,2.751940803418352e-06,2.5261730150429366e-06,-1.0916171872903627e-06,-0.40788829788708786,True
b0.0.0.1.0,b0.0.1.0.0,6,1,1,1.803150019538038e-05,1.803150019538038e-05,-1.2011392011266583e-21,-6.661338147750939e-17,True
b0.0.0.1.0,b0.0.1.0.1,6,1,1,1.6054317217997972e-05,1.6015352594424054e-05,-1.1178473117474171e-06,-0.06968546418890446,True
b0.0.0.1.0,b0.0.1.0.2,6,2,0,7.343596792899919e-06,7.3145480554787595e-06,-6.525339843884577e-07,-0.08897489422943246,True
