z,a,E_ash,E_matched_LCDM,Delta_H_over_H_matched_LCDM,w_ash,rho_DE_factor_ash
1.09,0.47846889952153115,1.89859605446476,1.8844468898828861,0.007508391272705601,-1.0539400448728762,1.0780069955166878
1.095,0.4773269689737471,1.9039410682640252,1.8899077280102872,0.007425410270432869,-1.0541513136683147,1.0775894288357857
1.1,0.47619047619047616,1.909296861739966,1.8953788480675524,0.007343130206714998,-1.0543599937589132,1.077171401240409
1.105,0.4750593824228029,1.9146634100880415,1.9008602231832716,0.00726154755432486,-1.0545661146916239,1.0767529361255486
1.11,0.4739336492890995,1.9200406885247163,1.906351826629305,0.007180658734760005,-1.0547697056294234,1.076334056464743
1.115,0.47281323877068554,1.9254286722898355,1.911853631820156,0.0071004601208700035,-1.0549707953570662,1.0759147848173094
1.12,0.4716981132075471,1.9308273366489366,1.9173656123123488,0.007020948039405424,-1.0551694122867412,1.0754951433354476
1.125,0.47058823529411764,1.9362366568954954,1.9228877418037962,0.006942118773494834,-1.0553655844636307,1.0750751537712147
1.1300000000000001,0.4694835680751174,1.9416566083531042,1.928419994133165,0.006863968565047515,-1.055559339571374,1.0746548374833758
1.135,0.468384074941452,1.947087166377587,1.9339623432792377,0.006786493617086084,-1.0557507049374402,1.0742342154441338
1.1400000000000001,0.4672897196261682,1.952528306359058,1.9395147633602703,0.0067096900960120975,-1.055939707538408,1.0738133082457382
1.145,0.4662004662004662,1.9579800037239088,1.9450772286333473,0.006633554133800253,-1.0561263740051572,1.0733921361069763
1.1500000000000001,0.4651162790697674,1.9634422339367485,1.950649713493734,0.0065580818301315645,-1.0563107306279713,1.0729707188795492
1.155,0.4640371229698375,1.9689149725022768,1.9562321924742223,0.006483269254460741,-1.0564928033615557,1.0725490760543352
1.16,0.4629629629629629,1.974398194967105,1.9618246402444808,0.006409112448020492,-1.056672617829971,1.072127226767542
