omega_ash,alpha_mu,loglike,chi2,aic,bic
0.037,0.035,113.19230812530628,7.3234488563728375,-210.38461625061257,-192.28317723428205
0.014,0.025,113.1898426188055,7.328379869374427,-210.379685237611,-192.27824622128048
0.001,0.055,113.18601451454865,7.3360360778881395,-210.3720290290973,-192.27059001276677
0.02,0.12,113.17644418686282,7.355176733259807,-210.35288837372565,-192.25144935739513
0.035,0.03,113.1726066861338,7.362851734717827,-210.3452133722676,-192.2437743559371
0.01,0.03,113.1604664197584,7.387132267468672,-210.3209328395168,-192.21949382318627
0.002,0.05,113.15005787439802,7.407949358189378,-210.30011574879603,-192.19867673246551
0.013000000000000001,0.12,113.148786883687,7.41049133961144,-210.297573767374,-192.19613475104347
0.032,0.025,113.1483326341548,7.4113998386758375,-210.2966652683096,-192.19522625197908
0.023,0.02,113.14435987095627,7.419345365072902,-210.28871974191253,-192.187280725582
0.0,0.06,113.14065150594922,7.426762095086963,-210.28130301189844,-192.17986399556793
0.024,0.02,113.13927059756719,7.429523911851049,-210.27854119513438,-192.17710217880386
0.022,0.02,113.13252934645371,7.443006414077996,-210.26505869290742,-192.1636196765769
0.039,0.085,113.12939723999185,7.449270627001725,-210.2587944799837,-192.15735546365318
0.0,0.095,113.1247110262461,7.458643054493238,-210.2494220524922,-192.1479830361617
0.005,0.04,113.12373506200328,7.460594982978893,-210.24747012400655,-192.14603110767604
0.001,0.1,113.12114662890008,7.465771849185258,-210.24229325780016,-192.14085424146964
0.025,0.02,113.11723806857898,7.473588969827437,-210.23447613715797,-192.13303712082745
0.021,0.12,113.11285168733303,7.482361732319376,-210.22570337466607,-192.12426435833555
0.035,0.1,113.11146140568292,7.485142295619585,-210.22292281136583,-192.12148379503532
0.027,0.115,113.10759268548202,7.492879736021381,-210.21518537096404,-192.11374635463352
0.033,0.105,113.10516386145738,7.4977373840706765,-210.21032772291477,-192.10888870658425
0.021,0.02,113.10380244617033,7.500460214644752,-210.20760489234067,-192.10616587601015
0.038,0.09,113.10365290797884,7.500759291027739,-210.20730581595768,-192.10586679962717
0.007,0.035,113.09361313589395,7.520838835197546,-210.1872262717879,-192.08578725545738
0.007,0.115,113.09301341255528,7.522038281874864,-210.18602682511056,-192.08458780878004
0.026000000000000002,0.02,113.07823879062425,7.551587525736898,-210.1564775812485,-192.055038564918
0.012,0.12,113.07757181376252,7.552921479460374,-210.15514362752504,-192.05370461119452
0.04,0.08,113.07506693142793,7.55793124412957,-210.15013386285585,-192.04869484652534
0.02,0.02,113.058202556684,7.591659993617441,-210.116405113368,-192.01496609703747
0.04,0.045,113.05043254774048,7.6072000115044425,-210.10086509548097,-191.99942607915045
0.004,0.11,113.04693851298777,7.614188081009917,-210.09387702597553,-191.992438009645
0.039,0.04,113.04367935221327,7.620706402558883,-210.08735870442655,-191.98591968809603
0.003,0.045,113.03237187540009,7.643321356185246,-210.06474375080018,-191.96330473446966
0.022,0.12,113.03230315780587,7.64345879137367,-210.06460631561174,-191.96316729928122
0.013000000000000001,0.025,113.03210894601216,7.643847214961118,-210.06421789202432,-191.9627788756938
0.027,0.02,113.02224923461202,7.663566637761401,-210.04449846922404,-191.94305945289352
0.002,0.105,113.01777575589915,7.672513595187126,-210.0355515117983,-191.9341124954678
0.037,0.095,112.9982212153439,7.7116226762975995,-209.9964424306878,-191.8950034143573
0.019,0.02,112.99575302910262,7.716559048780209,-209.99150605820523,-191.89006704187472
0.011,0.12,112.98961035204778,7.728844402889862,-209.97922070409555,-191.87778168776504
0.033,0.025,112.98450191514144,7.739061276702537,-209.96900383028287,-191.86756481395236
0.031,0.11,112.97986595065296,7.748333205679501,-209.95973190130593,-191.8582928849754
0.036000000000000004,0.03,112.95179660563107,7.804471895723291,-209.90359321126215,-191.80215419493163
0.028,0.02,112.94924583566322,7.809573435658998,-209.89849167132644,-191.79705265499592
0.009000000000000001,0.03,112.94142660023675,7.825211906511921,-209.8828532004735,-191.781414184143
0.023,0.12,112.93477512809531,7.838514850794786,-209.86955025619062,-191.7681112398601
0.038,0.035,112.9315550133519,7.844955080281622,-209.8631100267038,-191.76167101037328
0.028,0.115,112.9304051641212,7.847254778743025,-209.8608103282424,-191.75937131191188
0.018000000000000002,0.02,112.91647717912761,7.875110748730197,-209.83295435825522,-191.7315153419247
0.006,0.115,112.91616260846644,7.875739890052572,-209.83232521693287,-191.73088620060236
0.01,0.12,112.88492561577641,7.93821387543261,-209.76985123155282,-191.6684122152223
0.029,0.02,112.85920499304774,7.989655120889944,-209.71840998609548,-191.61697096976496
0.012,0.025,112.8576840364857,7.992697034014027,-209.7153680729714,-191.61392905664087
0.0,0.055,112.84495814610912,8.018148814767184,-209.68991629221824,-191.58847727588773
0.034,0.105,112.83612088119199,8.03582334460146,-209.67224176238398,-191.57080274605346
0.004,0.04,112.83254276356038,8.042979579864653,-209.66508552712077,-191.56364651079025
0.006,0.035,112.83015218277589,8.04776074143364,-209.66030436555178,-191.55886534922126
0.0,0.1,112.82864027083275,8.050784565319933,-209.6572805416655,-191.55584152533498
0.017,0.02,112.820398287117,8.067268532751411,-209.640796574234,-191.5393575579035
0.024,0.12,112.82024409237314,8.067576922239143,-209.6404881847463,-191.53904916841577
0.001,0.05,112.8200981465935,8.067868813798414,-209.640196293187,-191.53875727685647
0.003,0.11,112.81486344323338,8.07833822051865,-209.62972688646676,-191.52828787013624
0.036000000000000004,0.1,112.81348580103983,8.081093504905773,-209.62697160207966,-191.52553258574915
0.034,0.025,112.80351105728744,8.101042992410527,-209.60702211457487,-191.50558309824436
0.04,0.085,112.77886606274694,8.150332981491536,-209.55773212549389,-191.45629310916337
0.039,0.09,112.76490162815037,8.178261850684699,-209.52980325630074,-191.42836423997022
0.009000000000000001,0.12,112.76354068723097,8.18098373252347,-209.52708137446194,-191.42564235813143
0.03,0.02,112.75210307011955,8.203858966746347,-209.5042061402391,-191.40276712390857
0.001,0.105,112.74719867380608,8.213667759373285,-209.49439734761216,-191.39295833128165
0.04,0.04,112.7428590916989,8.222346923587626,-209.4857181833978,-191.3842791670673
0.032,0.11,112.73966642245426,8.228732262076894,-209.47933284490853,-191.377893828578
0.029,0.115,112.73610080130294,8.235863504379578,-209.47220160260588,-191.37076258627536
0.005,0.115,112.72270773123674,8.26264964451194,-209.44541546247348,-191.34397644614296
0.037,0.03,112.71375064339475,8.280563820195944,-209.4275012867895,-191.32606227045898
0.002,0.045,112.7135344857466,8.280996135492213,-209.4270689714932,-191.3256299551627
0.016,0.02,112.70753959814797,8.292985910689454,-209.41507919629595,-191.31364017996543
0.008,0.03,112.70578357192696,8.296497963131527,-209.41156714385392,-191.3101281275234
0.025,0.12,112.68868650910525,8.330692088774951,-209.3773730182105,-191.27593400188
0.038,0.095,112.67122348485381,8.36561813727782,-209.34244696970762,-191.2410079533771
0.011,0.025,112.66659096393096,8.374883179123522,-209.33318192786192,-191.2317429115314
0.039,0.035,112.6535139299398,8.401037247105798,-209.3070278598796,-191.2055888435491
0.031,0.02,112.62791639425282,8.45223231847979,-209.25583278850564,-191.15439377217513
0.008,0.12,112.62547861380511,8.457107879375226,-209.25095722761023,-191.1495182112797
0.035,0.025,112.60533623919665,8.497392628592163,-209.2106724783933,-191.10923346206278
0.015,0.02,112.57792432207981,8.552216462825836,-209.15584864415962,-191.0544096278291
0.002,0.11,112.5662570306325,8.575551045720411,-209.132514061265,-191.03107504493448
0.005,0.035,112.55015268158166,8.607759743822127,-209.10030536316333,-190.9988663468328
0.035,0.105,112.54982671360534,8.60841167977474,-209.09965342721068,-190.99821441088017
0.026000000000000002,0.12,112.54007880098808,8.627907505009249,-209.08015760197617,-190.97871858564565
0.003,0.04,112.52485351192968,8.658358083126046,-209.04970702385936,-190.94826800752884
0.03,0.115,112.52465588026317,8.658753346459099,-209.04931176052634,-190.94787274419582
0.016,0.125,112.51846552858927,8.671134049806861,-209.03693105717855,-190.93549204084803
0.017,0.125,112.51690777826246,8.674249550460502,-209.03381555652493,-190.9323765401944
0.004,0.115,112.51267168518831,8.682721736608798,-209.02534337037662,-190.9239043540461
0.015,0.125,112.50317988261378,8.701705341757862,-209.00635976522756,-190.90492074889704
0.018000000000000002,0.125,112.4984833345128,8.711098437959858,-208.9969666690256,-190.89552765269508
0.037,0.1,112.49821537086973,8.711634365245963,-208.99643074173946,-190.89499172540894
0.032,0.02,112.48662125677754,8.734822593430343,-208.97324251355508,-190.87180349722456
0.033,0.11,112.48225921158493,8.743546683815575,-208.96451842316986,-190.86307940683935
0.0,0.05,112.47370159631629,8.760661914352852,-208.94740319263258,-190.84596417630206
0.014,0.125,112.47107410218749,8.765916902610483,-208.94214820437497,-190.84070918804446
0.007,0.12,112.47076240806527,8.766540290854914,-208.94152481613054,-190.84008579980002
0.019,0.125,112.46316886488813,8.781727377209146,-208.92633772977626,-190.82489871344575
0.0,0.105,112.46013991566647,8.78778527565248,-208.92027983133295,-190.81884081500243
0.01,0.025,112.45885276714156,8.79035957270228,-208.91770553428313,-190.8162665179526
0.038,0.03,112.45844486468144,8.791175377622558,-208.91688972936288,-190.81545071303236
0.007,0.03,112.45356027333531,8.80094456031479,-208.90712054667063,-190.8056815303401
0.014,0.02,112.43157563361663,8.844913839752174,-208.86315126723326,-190.76171225090275
0.013000000000000001,0.125,112.42217141395616,8.863722279073121,-208.84434282791233,-190.7429038115818
0.02,0.125,112.41094100154217,8.886183103901113,-208.82188200308434,-190.72044298675382
0.04,0.09,112.40879193941547,8.890481228154497,-208.81758387883093,-190.7161448625004
0.036000000000000004,0.025,112.38995360316457,8.928157900656263,-208.77990720632914,-190.67846818999863
0.001,0.045,112.37824161095972,8.951581885066009,-208.75648322191944,-190.65504420558892
0.027,0.12,112.37439735488462,8.959270397216187,-208.74879470976924,-190.64735569343873
0.04,0.035,112.35816086299877,8.99174338098788,-208.71632172599755,-190.61488270966703
0.012,0.125,112.3564950094217,8.995075088141995,-208.7129900188434,-190.6115510025129
0.024,0.015,112.3559992718221,8.99606656334123,-208.7119985436442,-190.61055952731368
0.023,0.015,112.3557339493068,8.996597208371837,-208.7114678986136,-190.61002888228307
0.021,0.125,112.34177634117071,9.02451242464402,-208.68355268234143,-190.5821136660109
0.025,0.015,112.33932544707551,9.029414212834398,-208.67865089415102,-190.5772118778205
0.022,0.015,112.33855293309043,9.03095924080457,-208.67710586618085,-190.57566684985034
0.033,0.02,112.32819391291486,9.05167728115569,-208.6563878258297,-190.5549488094992
0.039,0.095,112.32688715656874,9.054290793847944,-208.6537743131375,-190.55233529680697
0.026000000000000002,0.015,112.30568898585173,9.096687135281988,-208.61137797170346,-190.50993895537295
0.021,0.015,112.3044796411425,9.09910582470044,-208.608959282285,-190.5075202659545
0.001,0.11,112.30114207185284,9.105780963279773,-208.60228414370567,-190.50084512737516
0.006,0.12,112.29941504781203,9.109235011361342,-208.59883009562407,-190.49739107929355
0.031,0.115,112.29604664815346,9.115971810678515,-208.59209329630693,-190.4906542799764
0.003,0.115,112.28607734006863,9.13591042684818,-208.57215468013726,-190.47071566380674
0.011,0.125,112.27406804500558,9.159929016974296,-208.54813609001116,-190.44669707368064
0.013000000000000001,0.02,112.26851667236983,9.171031762245763,-208.53703334473965,-190.43559432840914
0.022,0.125,112.2556514449486,9.196762217088212,-208.5113028898972,-190.40986387356668
0.027,0.015,112.25506636321725,9.197932380550935,-208.5101327264345,-190.408693710104
0.004,0.035,112.25363747105698,9.20079016487146,-208.50727494211395,-190.40583592578344
0.02,0.015,112.25353745590499,9.200990195175448,-208.50707491180998,-190.40563589547946
0.036000000000000004,0.105,112.24625743302596,9.215550240933508,-208.49251486605192,-190.3910758497214
0.009000000000000001,0.025,112.23449245006194,9.23908020686158,-208.46898490012387,-190.36754588379335
0.034,0.11,112.20762046083107,9.292824185323301,-208.41524092166213,-190.31380190533162
0.002,0.04,112.2006900809941,9.306684944997222,-208.4013801619882,-190.29994114565767
0.028,0.12,112.19161852176049,9.324828063464441,-208.38323704352098,-190.28179802719046
0.028,0.015,112.18743401845614,9.333197070073144,-208.3748680369123,-190.27342902058177
0.039,0.03,112.18585529823758,9.336354510510258,-208.37171059647517,-190.27027158014465
0.019,0.015,112.18574972435539,9.33656565827466,-208.37149944871078,-190.27006043238026
0.006,0.03,112.18477960829867,9.338505890388065,-208.36955921659734,-190.26812020026682
0.01,0.125,112.17491364210989,9.358237822765641,-208.34982728421977,-190.24838826788925
0.038,0.1,112.165626120801,9.376812865383446,-208.331252241602,-190.22981322527147
0.037,0.025,112.15733925511262,9.393386596760173,-208.31467851022524,-190.21323949389472
0.034,0.02,112.15261058171274,9.402843943559944,-208.30522116342547,-190.20378214709496
0.023,0.125,112.15254283846667,9.402979430052083,-208.30508567693334,-190.20364666060283
0.005,0.12,112.11145947614301,9.485146154699407,-208.22291895228602,-190.1214799359555
0.029,0.015,112.10276835500665,9.502528396972158,-208.2055367100133,-190.10409769368277
0.018000000000000002,0.015,112.10113975807002,9.505785590845369,-208.20227951614004,-190.10084049980952
0.012,0.02,112.08877054292043,9.530524021144586,-208.17754108584086,-190.07610206951034
0.009000000000000001,0.125,112.05905488718045,9.58995533262451,-208.1181097743609,-190.0166707580304
0.032,0.115,112.05024931597615,9.607566475033167,-208.1004986319523,-189.99905961562177
0.002,0.115,112.04294753110992,9.622170044765582,-208.08589506221983,-189.98445604588932
0.024,0.125,112.03242701166812,9.643211083649188,-208.06485402333624,-189.96341500700572
0.0,0.045,112.02651596028716,9.65503318641109,-208.0530319205743,-189.9515929042438
0.0,0.11,112.01954132917464,9.668982448636166,-208.0390826583493,-189.93764364201877
0.03,0.015,112.00104574039659,9.70597362619226,-208.00209148079318,-189.90065246446267
0.017,0.015,111.99973083328723,9.70860344041099,-207.99946166657446,-189.89802265024395
0.008,0.025,111.99353298184892,9.720999143287585,-207.98706596369783,-189.8856269473673
0.029,0.12,111.99171861661978,9.724627873745883,-207.98343723323956,-189.88199821690904
0.04,0.095,111.96518816717264,9.777688772640126,-207.93037633434528,-189.82893731801477
0.035,0.02,111.95984744598078,9.788370215023846,-207.91969489196157,-189.81825587563105
0.003,0.035,111.94062935545799,9.826806396069436,-207.88125871091597,-189.77981969458546
0.008,0.125,111.9265148317686,9.855035443448234,-207.8530296635372,-189.75159064720668
0.037,0.105,111.92538907731881,9.857286952347835,-207.85077815463762,-189.7493391383071
0.035,0.11,111.91572627664021,9.876612553704986,-207.83145255328043,-189.7300135369499
0.038,0.025,111.90746926452417,9.893126577937092,-207.81493852904833,-189.71349951271782
0.004,0.12,111.90691860151264,9.894227903960116,-207.8138372030253,-189.71239818669477
0.005,0.03,111.89946444604652,9.909136214892406,-207.79892889209304,-189.69748987576253
0.04,0.03,111.89595793623428,9.916149234516844,-207.79191587246856,-189.69047685613805
0.025,0.125,111.89528041878472,9.91750426941601,-207.79056083756944,-189.68912182123893
0.011,0.02,111.89236031488127,9.923344477222887,-207.78472062976255,-189.68328161343203
0.031,0.015,111.88224250617955,9.943580094626313,-207.7644850123591,-189.6630459960286
0.016,0.015,111.8815461909698,9.944972725045817,-207.7630923819396,-189.66165336560908
0.001,0.04,111.860075210264,9.987914686457444,-207.720150420528,-189.61871140419748
0.039,0.1,111.81569401987366,10.076677067238098,-207.63138803974732,-189.5299490234168
0.033,0.115,111.78724005851936,10.133584989946703,-207.57448011703872,-189.4730411007082
0.001,0.115,111.7833050590925,10.141454988800426,-207.566610118185,-189.46517110185448
0.007,0.125,111.77731649259317,10.153432121799069,-207.55463298518634,-189.45319396885583
0.03,0.12,111.77467391844061,10.158717270104196,-207.54934783688122,-189.4479088205507
0.036000000000000004,0.02,111.74988065222587,10.208303802533703,-207.49976130445174,-189.39832228812122
0.015,0.015,111.74660903686811,10.214847033249193,-207.49321807373622,-189.3917790574057
0.032,0.015,111.74633494787034,10.215395211244775,-207.49266989574068,-189.39123087941016
0.026000000000000002,0.125,111.74107947827324,10.225906150438933,-207.48215895654647,-189.38071994021595
0.007,0.025,111.73599729693393,10.23607051311756,-207.47199459386786,-189.37055557753735
0.016,0.13,111.70424116536373,10.299582776257953,-207.40848233072745,-189.30704331439694
0.017,0.13,111.69711776678591,10.313829573413614,-207.39423553357182,-189.2927965172413
0.015,0.13,111.69451697792141,10.319031151142598,-207.38903395584282,-189.2875949395123
0.003,0.12,111.6858152977955,10.336434511394415,-207.371630595591,-189.27019157926048
0.01,0.02,111.67930902295942,10.349447061066593,-207.35861804591883,-189.25717902958831
0.018000000000000002,0.13,111.67312348086784,10.361818145249762,-207.3462469617357,-189.24480794540517
0.014,0.13,111.66796847050466,10.372128165976102,-207.33593694100932,-189.2344979246788
0.039,0.025,111.64031966437804,10.427425778229331,-207.28063932875608,-189.17920031242556
0.019,0.13,111.63223497095231,10.44359516508083,-207.26446994190462,-189.1630309255741
0.013000000000000001,0.13,111.62461887394795,10.458827359089504,-207.2492377478959,-189.1477987315654
0.006,0.125,111.6114828516018,10.48509940378184,-207.2229657032036,-189.1215266868731
0.002,0.035,111.61115110461049,10.485762897764463,-207.22230220922097,-189.12086319289045
0.036000000000000004,0.11,111.60655272905757,10.494959648870292,-207.21310545811514,-189.11166644178462
0.004,0.03,111.5976376212611,10.512789864463254,-207.1952752425222,-189.09383622619168
0.014,0.015,111.59494254158267,10.51818002382008,-207.18988508316534,-189.08844606683482
0.033,0.015,111.59329932488043,10.521466457224554,-207.18659864976087,-189.08515963343035
0.038,0.105,111.58719764782165,10.533669811342104,-207.1743952956433,-189.0729562793128
0.02,0.13,111.57442886498242,10.559207377020588,-207.14885772996485,-189.04741871363433
0.027,0.125,111.56980057275152,10.568463961482415,-207.13960114550304,-189.03816212917252
0.012,0.13,111.56449138393646,10.579082339112539,-207.1289827678729,-189.0275437515424
0.031,0.12,111.54046067011106,10.627143766763337,-207.08092134022212,-188.9794823238916
0.037,0.02,111.52268631058615,10.66269248581315,-207.0453726211723,-188.9439336048418
0.0,0.115,111.50717269040379,10.693719726177832,-207.01434538080758,-188.91290636447707
0.034,0.115,111.50699501429307,10.694075078399276,-207.01399002858614,-188.91255101225562
0.0,0.04,111.50303160493633,10.702001897112787,-207.00606320987265,-188.90462419354213
0.021,0.13,111.49968175543799,10.70870159610945,-206.99936351087598,-188.89792449454546
0.024,0.01,111.49385113335185,10.72036284028172,-206.9877022667037,-188.8862632503732
0.023,0.01,111.48824288824383,10.731579330497773,-206.97648577648766,-188.87504676015715
0.011,0.13,111.48760916106943,10.732846784846599,-206.97521832213886,-188.87377930580834
0.025,0.01,111.48252433394293,10.743016439099566,-206.96504866788587,-188.86360965155535
0.022,0.01,111.46572304803743,10.776619010910585,-206.93144609607486,-188.83000707974435
0.006,0.025,111.46190829508404,10.78424851681733,-206.9238165901681,-188.82237757383757
0.026000000000000002,0.01,111.45423900494941,10.799587097086587,-206.90847800989883,-188.8070389935683
0.009000000000000001,0.02,111.44963966701786,10.808785772949705,-206.89927933403573,-188.7978403177052
0.04,0.1,111.44839500047402,10.81127510603741,-206.89679000094804,-188.79535098461753
0.002,0.12,111.4481724043456,10.811720298294262,-206.8963448086912,-188.79490579236068
0.005,0.125,111.42903685603363,10.849991394918163,-206.85807371206727,-188.75663469573675
0.013000000000000001,0.015,111.42656984062657,10.854925425732299,-206.85313968125314,-188.75170066492262
0.021,0.01,111.42631502656536,10.855435053854734,-206.85263005313072,-188.7511910368002
0.034,0.015,111.42311186045359,10.861841386078243,-206.84622372090718,-188.74478470457666
0.027,0.01,111.40897162559097,10.890121855803525,-206.81794325118193,-188.7165042348514
0.022,0.13,111.40797019927237,10.892124708440695,-206.81594039854474,-188.71450138221422
0.01,0.13,111.39399533092148,10.920074445142475,-206.78799066184297,-188.68655164551245
0.028,0.125,111.38142004893436,10.945225009116685,-206.76284009786872,-188.6614010815382
0.02,0.01,111.37004220213814,10.967980702709147,-206.74008440427627,-188.63864538794576
0.04,0.025,111.35586645108327,10.996332204818899,-206.71173290216655,-188.61029388583603
0.028,0.01,111.34669863931006,11.014667828365312,-206.69339727862013,-188.5919582622896
0.023,0.13,111.29927071784934,11.109523671286777,-206.59854143569868,-188.49710241936816
0.019,0.01,111.29692791760718,11.114209271771047,-206.59385583521436,-188.49241681888384
0.032,0.12,111.28905507836444,11.129954950256545,-206.57811015672888,-188.47667114039837
0.009000000000000001,0.13,111.28367298410535,11.140719138774704,-206.5673459682107,-188.46590695188019
0.037,0.11,111.28007585165906,11.1479134036673,-206.56015170331813,-188.4587126869876
0.003,0.03,111.27932193414037,11.149421238704683,-206.55864386828074,-188.45720485195022
0.038,0.02,111.2782404947674,11.151584117450637,-206.5564809895348,-188.4550419732043
0.029,0.01,111.26739645370898,11.173272199567448,-206.53479290741797,-188.43335389108745
0.001,0.035,111.26522545397293,11.177614199039574,-206.53045090794586,-188.42901189161535
0.012,0.015,111.24151403448792,11.22503703800961,-206.48302806897584,-188.38158905264532
0.035,0.015,111.23574874160076,11.236567623783902,-206.47149748320152,-188.370058466871
0.039,0.105,111.23165910927847,11.244746888428491,-206.46331821855694,-188.36187920222642
0.004,0.125,111.23000141847945,11.248062270026553,-206.4600028369589,-188.35856382062838
0.035,0.115,111.20949028546306,11.289084536059317,-206.41898057092612,-188.3175415545956
0.018000000000000002,0.01,111.20699548042825,11.294074146128949,-206.4139909608565,-188.31255194452598
0.008,0.02,111.20337521213756,11.301314682710322,-206.40675042427512,-188.3053114079446
0.001,0.12,111.19401272605947,11.320039654866466,-206.38802545211894,-188.28658643578842
0.029,0.125,111.17591421756973,11.356236671845954,-206.35182843513945,-188.25038941880894
0.024,0.13,111.17355979687957,11.360945513226259,-206.34711959375915,-188.24568057742863
0.005,0.025,111.17128884146422,11.365487424056997,-206.34257768292844,-188.24113866659792
0.03,0.01,111.171041440485,11.365982226015444,-206.34208288097,-188.24064386463948
0.008,0.13,111.15666517633403,11.394734754317344,-206.31333035266806,-188.21189133633754
0.017,0.01,111.10026816272426,11.507528781536926,-206.20053632544852,-188.099097309118
0.031,0.01,111.05760993536657,11.592845236252282,-206.11521987073314,-188.01378085440263
0.011,0.015,111.03979818869195,11.628468729601554,-206.0795963773839,-187.97815736105338
0.036000000000000004,0.015,111.03118611903562,11.645692868914182,-206.06237223807125,-187.96093322174073
0.025,0.13,111.03081388635681,11.646437334271805,-206.06162777271362,-187.9601887563831
0.033,0.12,111.02043331371436,11.66719847955668,-206.04086662742873,-187.9394276110982
0.039,0.02,111.01651924197634,11.675026623032762,-206.03303848395268,-187.93159946762216
0.003,0.125,111.01439941694463,11.679266273096173,-206.02879883388925,-187.92735981755874
0.007,0.13,111.01299492848264,11.682075250020155,-206.02598985696528,-187.92455084063477
0.016,0.01,110.97676920134822,11.75452670428899,-205.95353840269644,-187.85209938636592
0.03,0.125,110.95325935337385,11.801546400237735,-205.9065187067477,-187.8050796904172
0.002,0.03,110.94454015045724,11.818984806070965,-205.8890803009145,-187.78764128458397
0.007,0.02,110.94053858867912,11.826987929627217,-205.88107717735824,-187.77963816102772
0.038,0.11,110.93627164148799,11.835521824009465,-205.87254328297598,-187.77110426664547
0.032,0.01,110.92707823804884,11.853908630887773,-205.85415647609767,-187.75271745976715
0.0,0.12,110.92335903343573,11.861347040113973,-205.84671806687146,-187.74527905054094
0.0,0.035,110.90287510469565,11.902314897594135,-205.8057502093913,-187.7043111930608
0.036000000000000004,0.115,110.89470193778706,11.918661231411328,-205.78940387557412,-187.6879648592436
0.026000000000000002,0.13,110.8710094004943,11.966046305996809,-205.7420188009886,-187.6405797846581
0.004,0.025,110.8641617666976,11.979741573590193,-205.7283235333952,-187.6268845170647
0.04,0.105,110.85874938977369,11.990566327438025,-205.71749877954738,-187.61605976321687
0.006,0.13,110.8526852266495,12.00269465368641,-205.705370453299,-187.60393143696848
0.015,0.01,110.83652179794584,12.035021511093744,-205.67304359589167,-187.57160457956115
0.01,0.015,110.82144533386344,12.065174439258573,-205.64289066772687,-187.54145165139636
0.016,0.135,110.81936569345203,12.069333720081373,-205.63873138690406,-187.53729237057354
0.015,0.135,110.81521317310916,12.077638760767108,-205.63042634621831,-187.5289873298878
0.037,0.015,110.8094001071087,12.089264892768039,-205.6188002142174,-187.51736119788688
0.017,0.135,110.8066664331858,12.09473224061385,-205.6133328663716,-187.51189385004108
0.014,0.135,110.7942321424008,12.119600822183811,-205.5884642848016,-187.4870252684711
0.002,0.125,110.78225369490877,12.143557717167896,-205.56450738981755,-187.46306837348703
0.033,0.01,110.77942261212914,12.149219882727142,-205.55884522425828,-187.45740620792776
0.018000000000000002,0.135,110.77709208678684,12.153880933411763,-205.55418417357367,-187.45274515724316
0.013000000000000001,0.135,110.75644583635409,12.195173434277223,-205.51289167270818,-187.41145265637766
0.04,0.02,110.73749855285544,12.23306800127453,-205.47499710571088,-187.37355808938037
0.034,0.12,110.73457151039065,12.238922086204145,-205.4691430207813,-187.3677040044508
0.019,0.135,110.73061931338904,12.246826480207359,-205.46123862677808,-187.35979961044757
0.031,0.125,110.7134316949674,12.281201717050628,-205.4268633899348,-187.32542437360428
0.012,0.135,110.70187745484125,12.3043101973029,-205.4037549096825,-187.302315893352
0.027,0.13,110.69412271766072,12.319819671663991,-205.38824543532144,-187.28680641899092
0.014,0.01,110.67954911901847,12.348966868948489,-205.35909823803695,-187.25765922170643
0.005,0.13,110.67575902221935,12.356547062546746,-205.3515180444387,-187.2500790281082
0.02,0.135,110.66722473672107,12.373615633543285,-205.33444947344213,-187.23301045711162
0.006,0.02,110.66115269234416,12.385759722297108,-205.32230538468832,-187.2208663683578
0.011,0.135,110.63055016264329,12.446964781698853,-205.26110032528658,-187.15966130895606
0.034,0.01,110.61461928504252,12.47882653690036,-205.22923857008504,-187.12779955375453
0.001,0.03,110.59331500162247,12.521435103740473,-205.18663000324494,-187.08519098691443
0.021,0.135,110.58688494504287,12.534295216899682,-205.17376989008574,-187.07233087375522
0.009000000000000001,0.015,110.58647846578842,12.535108175408617,-205.17295693157683,-187.07151791524632
0.039,0.11,110.57511605898802,12.557832989009398,-205.15023211797603,-187.04879310164551
0.038,0.015,110.57036678374365,12.567331539498142,-205.1407335674873,-187.0392945511568
0.037,0.115,110.5626060005481,12.582853105889232,-205.1252120010962,-187.02377298476569
0.024,0.005,110.55242709971569,12.603210907554041,-205.10485419943137,-187.00341518310086
0.025,0.005,110.54643557674555,12.615193953494344,-205.0928711534911,-186.9914321371606
0.01,0.135,110.54248708951101,12.623090927963391,-205.08497417902203,-186.9835351626915
0.023,0.005,110.5414876752877,12.625089756410022,-205.0829753505754,-186.98153633424488
0.003,0.025,110.54054986692827,12.62696537312888,-205.08109973385655,-186.97966071752603
0.001,0.125,110.53358706138872,12.640890984207974,-205.06717412277743,-186.9657351064469
0.026000000000000002,0.005,110.52348962545273,12.661085856079959,-205.04697925090545,-186.94554023457493
0.022,0.005,110.51364074874232,12.68078360950079,-205.02728149748464,-186.92584248115412
0.013000000000000001,0.01,110.50587429598531,12.696316515014821,-205.01174859197062,-186.9103095756401
0.028,0.13,110.50013018031632,12.707804746352812,-205.00026036063264,-186.89882134430212
0.022,0.135,110.48957649108237,12.728912124820656,-204.97915298216475,-186.87771396583423
0.027,0.005,110.4835657292056,12.740933648574241,-204.9671314584112,-186.86569244208067
0.004,0.13,110.48223923192296,12.743586643139489,-204.96447846384592,-186.8630394475154
0.021,0.005,110.46890972977991,12.770245647425616,-204.93781945955982,-186.8363804432293
0.032,0.125,110.45640744481074,12.79525021736395,-204.91281488962147,-186.81137587329096
0.009000000000000001,0.135,110.43771133022804,12.832642446529325,-204.87542266045608,-186.77398364412556
0.035,0.01,110.43264444799686,12.842776210991694,-204.86528889599373,-186.7638498796632
0.035,0.12,110.43144576627316,12.845173574439126,-204.8628915325463,-186.7614525162158
0.028,0.005,110.42664033560067,12.854784435784122,-204.85328067120133,-186.75184165487082
