to_w0,to_w1,to_w2,to_w3,to_w4,to_w5,to_w6,to_w7,to_w8,from_weight
0.45,0.09999999999999999,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0
0.012499999999999999,0.5624999999999999,0.08750000000000004,0.33750000000000024,0.0,0.0,0.0,0.0,0.0,1
0.01607142857142857,0.024999999999999998,0.6428571428571428,0.075,0.24107142857142855,0.0,0.0,0.0,0.0,2
0.0,0.04821428571428571,0.0375,0.6910714285714282,0.062499999999999896,0.16071428571428586,0.0,0.0,0.0,3
0.0,0.0,0.09642857142857143,0.04999999999999994,0.7071428571428562,0.04999999999999994,0.09642857142857143,0.0,0.0,4
0.0,0.0,0.0,0.16071428571428586,0.062499999999999896,0.6910714285714282,0.0375,0.04821428571428571,0.0,5
0.0,0.0,0.0,0.0,0.24107142857142855,0.075,0.6428571428571428,0.024999999999999998,0.01607142857142857,6
0.0,0.0,0.0,0.0,0.0,0.33750000000000024,0.08750000000000004,0.5624999999999999,0.012499999999999999,7
0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.09999999999999999,0.45,8
