tick,p,T_q0,power_T2_q0,T_q1,power_T2_q1,T_q2,power_T2_q2,T_q3,power_T2_q3,T_q4,power_T2_q4
17.0,0.1,1.0,1.0,0.46169057687502907,0.21315818877519713,0.2524671688511909,0.06373967134773574,0.16677181699666577,0.027812838944369377,0.13502280266756772,0.018231157240204934
18.0,0.1,1.0,1.0,0.4411709956805834,0.1946318474297973,0.23283083349609832,0.054210197026487855,0.15009463529699918,0.022528399544939192,0.12002026903783798,0.01440486497991501
19.0,0.1,1.0,1.0,0.4215633958725575,0.1777156967396026,0.21472176866862402,0.04610543794018209,0.13508517176729928,0.01824800363140075,0.10668468358918932,0.011381621712525441
20.0,0.1,1.0,1.0,0.40282724494488825,0.162269789269889,0.19802118666106439,0.0392123903666561,0.12157665459056935,0.014780882941434608,0.09483082985705718,0.008992886291378127
21.0,0.1,1.0,1.0,0.3849238118362266,0.1481663409185308,0.1826195388096483,0.033349895955048635,0.10941898913151242,0.011972515182562033,0.08429407098405083,0.007105490403064199
22.0,0.1,1.0,1.0,0.36781608686572764,0.1352886737572165,0.1684157969022312,0.028363880646213594,0.09847709021836118,0.009697737297875247,0.07492806309693407,0.005614214639458134
23.0,0.1,1.0,1.0,0.3514687052272509,0.12353025075412016,0.15531679047650213,0.02412330540392166,0.08862938119652507,0.00785516721127895,0.0666027227528303,0.004435922678090379
24.0,0.1,1.0,1.0,0.33584787388381754,0.11279379439228061,0.14323659566166308,0.02051672233674276,0.07976644307687256,0.00636268544113595,0.059202420224738046,0.0035049265604664725
25.0,0.1,1.0,1.0,0.3209213017112034,0.10299048189201325,0.13209597155464484,0.017449345700965537,0.0717897987691853,0.00515377520732012,0.05262437353310049,0.0027693246897512874
26.0,0.1,1.0,1.0,0.3066581327462611,0.09403921037942348,0.12182184043372803,0.014840560806660692,0.06461081889226677,0.004174557917929297,0.046777220918311546,0.0021881083968405234
27.0,0.1,1.0,1.0,0.2930288824019828,0.08586592592175508,0.11234680839999363,0.012621805357664878,0.058149737003040096,0.0033813919135227306,0.041579751927388046,0.00172887577034313
28.0,0.1,1.0,1.0,0.2800053765174502,0.07840301087867907,0.10360872330221635,0.01073476754431523,0.05233476330273609,0.0027389274499534126,0.0369597794910116,0.0013660253000242015
29.0,0.1,1.0,1.0,0.2675606931166747,0.07158872450107537,0.09555026704537731,0.009129853532442916,0.047101286972462485,0.002218531234462264,0.032853137325343645,0.0010793286321178878
30.0,0.1,1.0,1.0,0.25566910675593363,0.06536669214937699,0.08811857960851463,0.007764884072222131,0.04239115827521624,0.0017970102999144341,0.0292027887336388,0.0008528028698215412
31.0,0.1,1.0,1.0,0.2443060353445588,0.059685438905776815,0.08126491230563017,0.006603985972041762,0.038152042447694615,0.0014555783429306918,0.025958034429901154,0.0006738195514639337
32.0,0.1,1.0,1.0,0.23344798932924507,0.05449796372186732,0.07494430801519227,0.005616649303876012,0.03433683820292515,0.00117901845777386,0.023073808382134364,0.000532400633255454
33.0,0.1,1.0,1.0,0.2230725231368342,0.04976135057863343,0.06911530628067732,0.004776925562271833,0.030903154382632636,0.0009550049507968267,0.020510051895230547,0.00042066222874505017
34.0,0.1,1.0,1.0,0.21315818877519713,0.04543641344192258,0.06373967134773575,0.004062745703517366,0.027812838944369374,0.0007735540101454297,0.01823115724020493,0.00033237509431707665
35.0,0.1,1.0,1.0,0.2036844914962995,0.0414873720761061,0.05878214135402298,0.0034553401421643388,0.025031555049932437,0.0006265787482177981,0.016205473102404385,0.000262617358472752
36.0,0.1,1.0,1.0,0.1946318474297973,0.0378815560339359,0.05421019702648786,0.0029387454616506335,0.022528399544939195,0.0005075287860564165,0.014404864979915008,0.0002075001350895818
37.0,0.1,1.0,1.0,0.1859815430995841,0.03458913437370245,0.04999384836887214,0.00249938487472978,0.020275559590445275,0.00041109831670569735,0.01280432442659112,0.00016395072402139804
38.0,0.1,1.0,1.0,0.17771569673960258,0.03158286886764239,0.04610543794018209,0.002125711407655982,0.01824800363140075,0.00033298963653161497,0.011381621712525441,0.00012954131280703055
39.0,0.1,1.0,1.0,0.1698172213289536,0.028837888659886814,0.04251945943372348,0.0018079044305360568,0.016423203268260675,0.0002697216055906081,0.010116997077800392,0.00010235362987222167
40.0,0.1,1.0,1.0,0.162269789269889,0.02633148450969418,0.0392123903666561,0.0015376115582670241,0.014780882941434608,0.00021847450052839257,0.008992886291378127,8.087200384965664e-05
41.0,0.1,1.0,1.0,0.1550577986356717,0.024042920917740514,0.036162537782582854,0.0013077291388767325,0.013302794647291146,0.00017696434542799797,0.007993676703447224,6.389886723923488e-05
42.0,0.1,1.0,1.0,0.14816634091853076,0.021953264581186283,0.033349895955048635,0.0011122155602125692,0.011972515182562033,0.0001433411197966784,0.0071054904030642,5.048799386803745e-05
43.0,0.1,1.0,1.0,0.14158117021104052,0.02004522775832763,0.030756015158544852,0.0009459324684326407,0.01077526366430583,0.00011610630703530949,0.006315991469390401,3.989174824141231e-05
44.0,0.1,1.0,1.0,0.13528867375721648,0.018303025246986557,0.028363880646213587,0.0008045097253126497,0.009697737297875247,9.404610869860069e-05,0.005614214639458134,3.151940601790603e-05
45.0,0.1,1.0,1.0,0.12927584381245133,0.01671224379342131,0.02615780104039698,0.0006842305552689933,0.008727963568087723,7.617734804586657e-05,0.004990413012851675,2.4904222038839335e-05
46.0,0.1,1.0,1.0,0.12353025075412016,0.015259722851375805,0.024123305403921658,0.0005819338636108758,0.00785516721127895,6.170365191715192e-05,0.004435922678090378,1.9677410005996512e-05
47.0,0.1,1.0,1.0,0.11804001738727038,0.013933445704787094,0.022247048316949975,0.0004949311588167067,0.007069650490151055,4.997995805289306e-05,0.003943042380524781,1.554758321461453e-05
48.0,0.1,1.0,1.0,0.11279379439228059,0.012722440053408068,0.020516722336742756,0.00042093589544299915,0.00636268544113595,4.0483766022843375e-05,0.0035049265604664725,1.2284510194263337e-05
49.0,0.1,1.0,1.0,0.1077807368637348,0.01161668723888964,0.018920977266107208,0.00035800338070454576,0.005726416897022355,3.279185047850313e-05,0.003115490275970198,9.70627965966486e-06
50.0,0.1,1.0,1.0,0.10299048189201325,0.010607039360349109,0.017449345700965537,0.00030447966539180445,0.00515377520732012,2.656139888758754e-05,0.002769324689751287,7.669159237266062e-06
51.0,0.1,1.0,1.0,0.0984131271412571,0.009685143593721236,0.016092174368668218,0.00025895807591162236,0.004638397686588108,2.1514733098945916e-05,0.0024616219464455888,6.0595826072225694e-06
52.0,0.1,1.0,1.0,0.09403921037942346,0.008843373088785465,0.014840560806660692,0.00022024224505619346,0.004174557917929297,1.742693381014619e-05,0.0021881083968405234,4.787818356324006e-06
53.0,0.1,1.0,1.0,0.08985968991811576,0.008074763872179914,0.01368629496614264,0.00018731466990026135,0.0037571021261363674,1.4115816386218413e-05,0.001944985241636021,3.7829675901819312e-06
54.0,0.1,1.0,1.0,0.08586592592175507,0.007372957234400329,0.01262180535766488,0.00015930997048677788,0.0033813919135227306,1.1433811272836914e-05,0.00172887577034313,2.989011429279551e-06
55.0,0.1,1.0,1.0,0.08204966254745484,0.006732147124151214,0.011640109385402057,0.00013549214650412504,0.0030432527221704577,9.261387130997901e-06,0.0015367784625272267,2.3616880428875468e-06
56.0,0.1,1.0,1.0,0.07840301087867908,0.00614703211484227,0.01073476754431523,0.00011523523423048362,0.002738927449953412,7.501723576108301e-06,0.0013660253000242015,1.86602512030621e-06
57.0,0.1,1.0,1.0,0.07491843261740445,0.005612771545848572,0.009899841179757379,9.800685538441996e-05,0.002465034704958071,6.076396096647725e-06,0.0012142447111326237,1.4743902185135488e-06
58.0,0.1,1.0,1.0,0.07158872450107537,0.005124945475690868,0.009129853532442916,8.33542255238604e-05,0.002218531234462264,4.921880838284657e-06,0.0010793286321178878,1.1649502961094707e-06
59.0,0.1,1.0,1.0,0.06840700341213869,0.004679518115828354,0.008419753813252913,7.089225427578697e-05,0.0019966781110160375,3.986723479010571e-06,0.0009594032285492337,9.204545549506933e-07
60.0,0.1,1.0,1.0,0.06536669214937697,0.0042728044425514216,0.007764884072222132,6.029342465504895e-05,0.001797010299914434,3.2292460179985636e-06,0.0008528028698215411,7.272727347758564e-07
61.0,0.1,1.0,1.0,0.06246150583162689,0.0039014397107543604,0.007160948644382633,5.1279185487485467e-05,0.0016173092699229906,2.615689274578837e-06,0.0007580469953969255,5.746352472303065e-07
62.0,0.1,1.0,1.0,0.05968543890577681,0.0035623516173752157,0.006603985972041762,4.3612630718924376e-05,0.0014555783429306916,2.118708312408858e-06,0.0006738195514639339,4.54032787935057e-07
63.0,0.1,1.0,1.0,0.057032752732186734,0.0032527348842107534,0.006090342618660736,3.7092273212675306e-05,0.0013100205086376223,1.7161537330511747e-06,0.0005989507124123857,3.5874195589930435e-07
64.0,0.1,1.0,1.0,0.054497963721867326,0.0029700280498299674,0.0056166493038760125,3.1546749402730896e-05,0.0011790184577738603,1.3900845237714519e-06,0.000532400633255454,2.834504342908084e-07
65.0,0.1,1.0,1.0,0.052075832000895446,0.0027118922785854863,0.0051797988024634345,2.683031563400163e-05,0.001061116611996474,1.1259684642548757e-06,0.00047324500733818135,2.239608369705153e-07
66.0,0.1,1.0,1.0,0.04976135057863343,0.0024761920114096613,0.004776925562271834,2.2819017827486076e-05,0.0009550049507968268,9.120344560464496e-07,0.0004206622287450501,1.7695671069275288e-07
67.0,0.1,1.0,1.0,0.047549734997360836,0.002260977298319242,0.004405386907428469,1.940743380414217e-05,0.0008595044557171441,7.387479093976241e-07,0.0003739219811067112,1.398176479547677e-07
68.0,0.1,1.0,1.0,0.04543641344192258,0.0020644676664653226,0.004062745703517366,1.650590265144882e-05,0.0007735540101454297,5.983858066120756e-07,0.00033237509431707665,1.104732033222856e-07
69.0,0.1,1.0,1.0,0.04341701728894824,0.0018850373902688307,0.0037467543710215712,1.403816831676925e-05,0.0006961986091308868,4.846925033557813e-07,0.00029544452828184596,8.728746929168248e-08
70.0,0.1,1.0,1.0,0.0414873720761061,0.0017212020417812684,0.0034553401421643383,1.193937549805227e-05,0.0006265787482177981,3.926009277181828e-07,0.00026261735847275195,6.89678769712059e-08
71.0,0.1,1.0,1.0,0.039643488872723606,0.0015716062100017605,0.0031865914644404456,1.0154365161244703e-05,0.0005639208733960184,3.1800675145172817e-07,0.00023343765197577954,5.449313735996517e-08
72.0,0.1,1.0,1.0,0.03788155603393589,0.001435012287552225,0.002938745461650633,8.636224888372193e-06,0.0005075287860564165,2.575854686758998e-07,0.00020750013508958183,4.305630606219471e-08
73.0,0.1,1.0,1.0,0.036197931321316525,0.001310290231942748,0.0027101763701889176,7.345055957530377e-06,0.00045677590745077487,2.0864422962747884e-07,0.00018444456452407275,3.4019797382474837e-08
74.0,0.1,1.0,1.0,0.03458913437370246,0.001196408216722045,0.0024993848747297794,6.246924752027995e-06,0.0004110983167056974,1.690018259982579e-07,0.000163950724021398,2.6879839907140614e-08
75.0,0.1,1.0,1.0,0.03305183951264902,0.001092424095169907,0.002304988273361908,5.312970940335911e-06,0.00036998848503512764,1.3689147905858887e-07,0.00014573397690790935,2.1238392025395057e-08
76.0,0.1,1.0,1.0,0.031582868867642395,0.0009974776059106952,0.002125711407655982,4.518648988638777e-06,0.0003329896365316149,1.1088209803745701e-07,0.00012954131280703055,1.6780951723768938e-08
77.0,0.1,1.0,1.0,0.03017918580685829,0.0009107832559648768,0.001960378298171628,3.843083071942288e-06,0.0002996906728784534,8.981449941034016e-08,0.00011514783360624938,1.3259023584212493e-08
78.0,0.1,1.0,1.0,0.02883788865988681,0.0008316238223600284,0.001807904430536057,3.268518429951905e-06,0.0002697216055906081,7.274974452237555e-08,0.00010235362987222168,1.0476265548019751e-08
79.0,0.1,1.0,1.0,0.0275562047194474,0.0007593444185400951,0.0016672896414943637,2.7798547486344036e-06,0.0002427494450315473,5.89272930631242e-08,9.098100433086373e-05,8.277543149052644e-09
80.0,0.1,1.0,1.0,0.02633148450969418,0.0006933470764842646,0.0015376115582670243,2.3642493041163466e-06,0.00021847450052839255,4.77311073811306e-08,8.087200384965664e-05,6.540281006658879e-09
