tick,p,T_q0,power_T2_q0,T_q1,power_T2_q1,T_q2,power_T2_q2,T_q3,power_T2_q3,T_q4,power_T2_q4
15.0,0.5,1.0,1.0,0.023058601221156664,0.0005316990902763276,0.0006191597280598403,3.8335876885113533e-07,3.0517578125e-05,9.313225746154785e-10,5.215095050846559e-06,2.7197216389364276e-11
16.0,0.5,1.0,1.0,0.01793446761645518,0.0003216451286856796,0.0003783753893699024,1.4316793528082525e-07,1.52587890625e-05,2.3283064365386963e-10,2.3178200225984703e-06,5.3722896571583735e-12
17.0,0.5,1.0,1.0,0.01394903036835403,0.00019457544821726297,0.00023122940461494038,5.3467037558579815e-08,7.62939453125e-06,5.820766091346741e-11,1.0301422322659868e-06,1.0611930186979502e-12
18.0,0.5,1.0,1.0,0.010849245842053136,0.00011770613534130725,0.0001413068583757969,1.9967628224037526e-08,3.814697265625e-06,1.4551915228366852e-11,4.5784099211821634e-07,2.0961837406379264e-13
19.0,0.5,1.0,1.0,0.008438302321596883,7.120494607066734e-05,8.635419122965367e-05,7.457046342927595e-09,1.9073486328125e-06,3.637978807091713e-12,2.034848853858739e-07,4.140609858050224e-14
20.0,0.5,1.0,1.0,0.006563124027908687,4.3074597005712344e-05,5.2772005751455026e-05,2.784884591031602e-09,9.5367431640625e-07,9.094947017729282e-13,9.043772683816618e-08,8.178982435654765e-15
21.0,0.5,1.0,1.0,0.0051046520217067565,2.6057472262714878e-05,3.224955907033363e-05,1.0400340602309381e-09,4.76837158203125e-07,2.2737367544323206e-13,4.0194545261407186e-08,1.6156014687713109e-15
22.0,0.5,1.0,1.0,0.003970284905771922,1.576316223300036e-05,1.9708063876315e-05,3.884077817529122e-10,2.384185791015625e-07,5.684341886080802e-14,1.7864242338403193e-08,3.191311543251972e-16
23.0,0.5,1.0,1.0,0.0030879993711559394,9.535740116259477e-06,1.2043816813303611e-05,1.4505352343241474e-10,1.1920928955078125e-07,1.4210854715202004e-14,7.93966326151253e-09,6.30382527062118e-17
24.0,0.5,1.0,1.0,0.002401777288676842,5.7685341444038815e-06,7.360110274796651e-06,5.4171223257167235e-11,5.960464477539063e-08,3.552713678800501e-15,3.528739227338902e-09,1.2452000534560352e-17
25.0,0.5,1.0,1.0,0.0018680490023042103,3.4896070750097557e-06,4.497845167931288e-06,2.0230611154682834e-11,2.9802322387695312e-08,8.881784197001252e-16,1.5683285454839564e-09,2.4596544265798223e-18
26.0,0.5,1.0,1.0,0.0014529270017921635,2.1109968725367655e-06,2.7486831581802314e-06,7.555259104063652e-12,1.4901161193847656e-08,2.220446049250313e-16,6.970349091039806e-10,4.858576645095945e-19
27.0,0.5,1.0,1.0,0.0011300543347272382,1.277022799435821e-06,1.6797508188879193e-06,2.8215628135546354e-12,7.450580596923828e-09,5.551115123125783e-17,3.097932929351025e-10,9.597188434757422e-20
28.0,0.5,1.0,1.0,0.0008789311492322964,7.725199650908053e-07,1.0265143893203951e-06,1.0537317914818237e-12,3.725290298461914e-09,1.3877787807814457e-17,1.3768590797115666e-10,1.895740925384182e-20
29.0,0.5,1.0,1.0,0.0006836131160695639,4.6732689246233906e-07,6.273143490291305e-07,3.9352329249784177e-13,1.862645149230957e-09,3.469446951953614e-18,6.119373687606962e-11,3.7446734328576426e-21
30.0,0.5,1.0,1.0,0.0005316990902763275,2.8270392260067426e-07,3.8335876885113533e-07,1.469639456550582e-13,9.313225746154785e-10,8.673617379884035e-19,2.7197216389364273e-11,7.396885793299046e-22
31.0,0.5,1.0,1.0,0.0004135437368815881,1.7101842231398815e-07,2.3427480318680494e-07,5.4884683408216186e-14,4.656612873077393e-10,2.168404344971009e-19,1.2087651728606342e-11,1.461113243120799e-22
32.0,0.5,1.0,1.0,0.00032164512868567964,1.0345558880722741e-07,1.4316793528082525e-07,2.049705769257457e-14,2.3283064365386963e-10,5.421010862427522e-20,5.372289657158374e-12,2.8861496160410846e-23
33.0,0.5,1.0,1.0,0.00025016843342219526,6.258424508091534e-08,8.749151600494877e-08,7.654765372844206e-15,1.1641532182693481e-10,1.3552527156068805e-20,2.3876842920703884e-12,5.7010362785996716e-24
34.0,0.5,1.0,1.0,0.000194575448217263,3.7859605048948796e-08,5.346703755857981e-08,2.8587241052905837e-15,5.820766091346741e-11,3.3881317890172014e-21,1.0611930186979504e-12,1.1261306229332686e-24
35.0,0.5,1.0,1.0,0.0001513364597245379,2.2902724041956677e-08,3.267430073024322e-08,1.0676099282103726e-15,2.9103830456733704e-11,8.470329472543003e-22,4.716413416435334e-13,2.224455551473122e-25
36.0,0.5,1.0,1.0,0.00011770613534130724,1.3854734296986138e-08,1.9967628224037526e-08,3.9870617689338e-16,1.4551915228366852e-11,2.117582368135751e-22,2.0961837406379264e-13,4.3939862745148094e-26
37.0,0.5,1.0,1.0,9.15492163765723e-05,8.381259019164454e-09,1.2202439470245155e-08,1.4889952902499686e-16,7.275957614183426e-12,5.293955920339377e-23,9.316372180613005e-14,8.679479060769992e-27
38.0,0.5,1.0,1.0,7.120494607066734e-05,5.070144344926645e-09,7.457046342927595e-09,5.560754016056982e-17,3.637978807091713e-12,1.3234889800848443e-23,4.140609858050225e-14,1.7144649996582702e-27
39.0,0.5,1.0,1.0,5.538162472163016e-05,3.0671243568074766e-09,4.55708387623353e-09,2.0767013455027618e-17,1.8189894035458565e-12,3.308722450212111e-24,1.840271048022322e-14,3.3865975301891754e-28
40.0,0.5,1.0,1.0,4.307459700571235e-05,1.8554209072045234e-09,2.784884591031602e-09,7.755582185365254e-18,9.094947017729282e-13,8.271806125530277e-25,8.178982435654763e-15,6.689575368274912e-29
41.0,0.5,1.0,1.0,3.350246433777627e-05,1.1224151167039708e-09,1.701873916741535e-09,2.896374828485173e-18,4.547473508864641e-13,2.0679515313825692e-25,3.6351033047354504e-15,1.3213976036098594e-29
42.0,0.5,1.0,1.0,2.6057472262714878e-05,6.789918607221552e-10,1.0400340602309381e-09,1.0816708464404507e-18,2.2737367544323206e-13,5.169878828456423e-26,1.615601468771311e-15,2.6101681058960175e-30
43.0,0.5,1.0,1.0,2.026692287100046e-05,4.1074816265908155e-10,6.355763701411289e-10,4.039573222817732e-19,1.1368683772161603e-13,1.2924697071141057e-26,7.180450972316938e-16,5.155887616584726e-31
44.0,0.5,1.0,1.0,1.5763162233000357e-05,2.484772835838888e-10,3.8840778175291213e-10,1.5086060492621781e-19,5.684341886080802e-14,3.2311742677852644e-27,3.1913115432519725e-16,1.0184469366093286e-31
45.0,0.5,1.0,1.0,1.2260237292333613e-05,1.5031341846432782e-10,2.373603110712241e-10,5.633991727182827e-20,2.842170943040401e-14,8.077935669463161e-28,1.4183606858897655e-16,2.011747035277686e-32
46.0,0.5,1.0,1.0,9.535740116259477e-06,9.09303395648403e-11,1.4505352343241474e-10,2.1040524660158093e-20,1.4210854715202004e-14,2.0194839173657902e-28,6.30382527062118e-17,3.973821304252219e-33
47.0,0.5,1.0,1.0,7.416686757090704e-06,5.500724245280463e-11,8.864381987536457e-11,7.85772680209608e-21,7.105427357601002e-15,5.048709793414476e-29,2.80170012027608e-17,7.849523563955e-34
48.0,0.5,1.0,1.0,5.768534144403881e-06,3.327598617515341e-11,5.417122325716724e-11,2.934521429177857e-21,3.552713678800501e-15,1.262177448353619e-29,1.2452000534560352e-17,1.550523173126913e-34
49.0,0.5,1.0,1.0,4.486637667869685e-06,2.0129917562747126e-11,3.3104636434935535e-11,1.0959169534892614e-21,1.7763568394002505e-15,3.1554436208840472e-30,5.534222459804601e-18,3.062761823460569e-35
50.0,0.5,1.0,1.0,3.4896070750097552e-06,1.2177357537958139e-11,2.023061115468283e-11,4.0927762769197737e-22,8.881784197001252e-16,7.888609052210118e-31,2.4596544265798223e-18,6.049899898193714e-36
51.0,0.5,1.0,1.0,2.714138836118699e-06,7.366549621727765e-12,1.2363151261195064e-11,1.5284750910718909e-22,4.440892098500626e-16,1.9721522630525295e-31,1.0931797451465877e-18,1.1950419551987585e-36
52.0,0.5,1.0,1.0,2.1109968725367655e-06,4.456307795860005e-12,7.555259104063652e-12,5.70819401295367e-23,2.220446049250313e-16,4.930380657631324e-32,4.858576645095945e-19,2.3605767016271765e-37
53.0,0.5,1.0,1.0,1.6418864564174844e-06,2.695791135767164e-12,4.617102785816676e-12,2.1317638134796113e-23,1.1102230246251565e-16,1.232595164407831e-32,2.1593673978204198e-19,4.6628675587697314e-38
54.0,0.5,1.0,1.0,1.2770227994358211e-06,1.6307872302789015e-12,2.8215628135546354e-12,7.961216710834351e-24,5.551115123125783e-17,3.0814879110195774e-33,9.597188434757421e-20,9.21060258522416e-39
55.0,0.5,1.0,1.0,9.932399551167498e-07,9.86525608440323e-13,1.7242883860611664e-12,2.973170438305422e-24,2.7755575615628914e-17,7.703719777548943e-34,4.265417082114409e-20,1.81937828843934e-39
56.0,0.5,1.0,1.0,7.725199650908054e-07,5.967870964638993e-13,1.053731791481824e-12,1.1103506883794941e-24,1.3877787807814457e-17,1.925929944387236e-34,1.8957409253841817e-20,3.5938336561764738e-40
57.0,0.5,1.0,1.0,6.008488617372931e-07,3.6101935465100075e-13,6.439472059055591e-13,4.146680039935766e-25,6.938893903907228e-18,4.81482486096809e-35,8.425515223929696e-21,7.098930678867107e-41
58.0,0.5,1.0,1.0,4.673268924623391e-07,2.1839442441850667e-13,3.935232924978417e-13,1.548605817383419e-25,3.469446951953614e-18,1.2037062152420224e-35,3.7446734328576426e-21,1.4022579118749842e-41
59.0,0.5,1.0,1.0,3.6347647191515264e-07,1.3211514563588675e-13,2.4048645652645886e-13,5.783373577265239e-26,1.734723475976807e-18,3.009265538105056e-36,1.6642993034922854e-21,2.7698921716049064e-42
60.0,0.5,1.0,1.0,2.827039226006743e-07,7.992150785380805e-14,1.469639456550582e-13,2.1598401322502903e-26,8.673617379884035e-19,7.52316384526264e-37,7.396885793299046e-22,5.471391943910926e-43
61.0,0.5,1.0,1.0,2.1988082868941334e-07,4.834757882514314e-14,8.981130012253557e-14,8.066069629700158e-27,4.336808689942018e-19,1.88079096131566e-37,3.287504797021798e-22,1.0807687790441334e-43
62.0,0.5,1.0,1.0,1.7101842231398815e-07,2.92473007707656e-14,5.4884683408216186e-14,3.012328472820121e-27,2.168404344971009e-19,4.70197740328915e-38,1.4611132431207992e-22,2.1348519092229797e-44
63.0,0.5,1.0,1.0,1.3301432846643524e-07,1.7692811577376722e-14,3.354063986057656e-14,1.1249745222568971e-27,1.0842021724855044e-19,1.1754943508222875e-38,6.49383663609244e-23,4.2169914256256374e-45
64.0,0.5,1.0,1.0,1.034555888072274e-07,1.0703058855450115e-14,2.0497057692574567e-14,4.201293740527302e-28,5.421010862427522e-20,2.938735877055719e-39,2.8861496160410846e-23,8.3298596061741e-46
65.0,0.5,1.0,1.0,8.046545796117687e-08,6.474689924901923e-15,1.2525979701017792e-14,1.5690016747030978e-28,2.710505431213761e-20,7.346839692639297e-40,1.2827331626849263e-23,1.6454043666516737e-46
66.0,0.5,1.0,1.0,6.258424508091535e-08,3.9167877323480775e-15,7.654765372844206e-15,5.85954329132947e-29,1.3552527156068805e-20,1.8367099231598242e-40,5.701036278599672e-24,3.25018146499096e-47
67.0,0.5,1.0,1.0,4.867663506293416e-08,2.3694148010500708e-15,4.6779121722936824e-15,2.1882862291693398e-29,6.776263578034403e-21,4.591774807899561e-41,2.533793901599854e-24,6.420111535784611e-48
68.0,0.5,1.0,1.0,3.785960504894879e-08,1.4333496944623887e-15,2.8587241052905837e-15,8.172303510169448e-30,3.3881317890172014e-21,1.1479437019748901e-41,1.1261306229332684e-24,1.2681701799080711e-48
69.0,0.5,1.0,1.0,2.9446359482515726e-08,8.670880867735438e-16,1.746998064344246e-15,3.052002236822542e-30,1.6940658945086007e-21,2.8698592549372254e-42,5.005024990814526e-25,2.505027515867795e-49
70.0,0.5,1.0,1.0,2.2902724041956677e-08,5.245347685420204e-16,1.0676099282103726e-15,1.139790958813357e-30,8.470329472543003e-22,7.174648137343064e-43,2.2244555514731226e-25,4.948202500479594e-50
71.0,0.5,1.0,1.0,1.781322981041075e-08,3.1731115627850614e-16,6.524282894618944e-16,4.256626728901734e-31,4.235164736271502e-22,1.793662034335766e-43,9.886469117658322e-26,9.774227161441172e-51
72.0,0.5,1.0,1.0,1.3854734296986138e-08,1.9195366244008397e-16,3.9870617689337994e-16,1.5896661549293517e-31,2.117582368135751e-22,4.484155085839415e-44,4.3939862745148094e-26,1.9307115380624535e-51
73.0,0.5,1.0,1.0,1.0775904453211441e-08,1.1612011678474216e-16,2.4365377476817664e-16,5.936716195878135e-32,1.0587911840678754e-22,1.1210387714598537e-44,1.9528827886732486e-26,3.813751186296204e-52
74.0,0.5,1.0,1.0,8.381259019164454e-09,7.02455027463255e-17,1.4889952902499686e-16,2.2171069743865884e-32,5.293955920339377e-23,2.802596928649634e-45,8.679479060769993e-27,7.533335676634476e-53
75.0,0.5,1.0,1.0,6.518757014905687e-09,4.2494193019382105e-17,9.099415662638698e-17,8.279936540147445e-33,2.6469779601696886e-23,7.006492321624085e-46,3.857546249231108e-27,1.488066306495699e-53
76.0,0.5,1.0,1.0,5.0701443449266455e-09,2.5706363678391642e-17,5.560754016056982e-17,3.0921985227093854e-33,1.3234889800848443e-23,1.7516230804060213e-46,1.7144649996582702e-27,2.9393902350532325e-54
77.0,0.5,1.0,1.0,3.943445601609613e-09,1.5550763212854203e-17,3.398238565368156e-17,1.1548025347155423e-33,6.617444900424222e-24,4.3790577010150533e-47,7.619844442925645e-28,5.806202933438483e-55
78.0,0.5,1.0,1.0,3.067124356807477e-09,9.40725182012168e-18,2.076701345502762e-17,4.312688478412983e-34,3.308722450212111e-24,1.0947644252537633e-47,3.386597530189175e-28,1.146904283148342e-55
79.0,0.5,1.0,1.0,2.3855411664058155e-09,5.6908066566168185e-18,1.2690952666961325e-17,1.6106027959505276e-34,1.6543612251060553e-24,2.7369110631344083e-48,1.5051544578618554e-28,2.2654899420214157e-56
80.0,0.5,1.0,1.0,1.8554209072045232e-09,3.4425867428916557e-18,7.755582185365255e-18,6.014905503395491e-35,8.271806125530277e-25,6.842277657836021e-49,6.689575368274913e-29,4.4750418607830443e-57
